event,epoch,global_step,phys_factor_vae/loss_total,phys_factor_vae/loss_factor,phys_factor_vae/loss_factor_e,phys_factor_vae/loss_factor_t,phys_factor_vae/loss_factor_r,phys_factor_vae/loss_factor_a,phys_factor_vae/loss_factor_b,phys_factor_vae/loss_phys,phys_factor_vae/loss_delta,phys_factor_vae/loss_img,phys_factor_vae/loss_edge,phys_factor_vae/loss_lpips,phys_factor_vae/loss_kl,loss_G,latent_std,latent_mean,latent_normalizer,CART_val/PSNR,CART_val/SSIM,CART_val/FID,CART_val/LPIPS,val_all/PSNR,val_all/SSIM,val_all/FID,val_all/LPIPS
train_epoch_end,27,2943,0.3844936788082123,0.11161810159683228,0.03578031063079834,0.05360705405473709,0.06901737302541733,0.1572408527135849,0.06435015052556992,0.09576334059238434,0.0037867550272494555,0.07224739342927933,0.08259344846010208,0.0,8182.3193359375,0.3844936788082123,1.191458821296692,0.015064708888530731,0.8393072485923767,,,,,,,,
train_epoch_end,28,3052,0.3600282371044159,0.11631253361701965,0.0370044931769371,0.05884481593966484,0.08426735550165176,0.1547662764787674,0.046692535281181335,0.12954005599021912,0.0055573671124875546,0.036102548241615295,0.11133090406656265,0.0,8580.4765625,0.3600282371044159,1.2039389610290527,0.009158128872513771,0.8306068778038025,,,,,,,,
train_epoch_end,29,3161,0.2925010621547699,0.09544225037097931,0.03900326043367386,0.05021455138921738,0.060978963971138,0.10269180685281754,0.0398518443107605,0.07416373491287231,0.005754509475082159,0.04124002903699875,0.10422392189502716,0.0,8604.4853515625,0.2925010621547699,1.1756848096847534,0.006926631089299917,0.8505681157112122,,,,,,,,
validation_end,30,3270,,,,,,,,,,,,,,,1.154374361038208,0.016066839918494225,0.866270124912262,22.31174659729004,0.787535548210144,166.0211944580078,0.43389710783958435,22.31174659729004,0.787535548210144,166.0211944580078,0.43389710783958435
train_epoch_end,30,3270,0.3797791600227356,0.12168076634407043,0.038141459226608276,0.06611358374357224,0.07843892276287079,0.16006800532341003,0.04166115075349808,0.1313900351524353,0.005288384854793549,0.042228687554597855,0.11246305704116821,0.0,8846.818359375,0.3797791600227356,1.154374361038208,0.016066839918494225,0.866270124912262,,,,,,,,
train_epoch_end,31,3379,0.3363820016384125,0.10460643470287323,0.03946831077337265,0.050401315093040466,0.07041996717453003,0.15075518190860748,0.046630099415779114,0.1106325313448906,0.005069884005934,0.04291221499443054,0.08907464146614075,0.0,7980.0751953125,0.3363820016384125,1.1468110084533691,0.0028072744607925415,0.8719832301139832,,,,,,,,
train_epoch_end,32,3488,0.3502752184867859,0.10513249784708023,0.03112056478857994,0.05027645826339722,0.07735315710306168,0.1763724982738495,0.04040144011378288,0.12912970781326294,0.0045804050751030445,0.03828449919819832,0.10260924696922302,0.0,9211.2880859375,0.3502752184867859,1.150734305381775,0.003849935019388795,0.869010329246521,,,,,,,,
train_epoch_end,33,3597,0.2955614924430847,0.09003214538097382,0.026731053367257118,0.04359579086303711,0.07966797053813934,0.10617771744728088,0.036875296384096146,0.08759249001741409,0.004327209200710058,0.040917351841926575,0.09364057332277298,0.0,8364.7880859375,0.2955614924430847,1.1452536582946777,0.011591743677854538,0.8731690049171448,,,,,,,,
train_epoch_end,34,3706,0.3857675790786743,0.10103059560060501,0.029563385993242264,0.050751879811286926,0.064952552318573,0.16705633699893951,0.03977642208337784,0.11188721656799316,0.004645368549972773,0.06611321866512299,0.10869646072387695,0.0,8803.85546875,0.3857675790786743,1.128877878189087,0.013982188887894154,0.8858354091644287,,,,,,,,
train_epoch_end,35,3815,0.3691652715206146,0.10524498671293259,0.028494831174612045,0.059131309390068054,0.04388813301920891,0.1629084199666977,0.04690836742520332,0.10257575660943985,0.00552236707881093,0.05926039442420006,0.11333832144737244,0.0,8966.78125,0.3691652715206146,1.1593303680419922,-0.002468936378136277,0.8625668883323669,,,,,,,,
train_epoch_end,36,3924,0.28975892066955566,0.08769473433494568,0.030591901391744614,0.037674643099308014,0.0776853859424591,0.15092042088508606,0.031434908509254456,0.1182146742939949,0.003442879766225815,0.028279032558202744,0.060871243476867676,0.0,8630.748046875,0.28975892066955566,1.1468697786331177,-0.00224697170779109,0.8719385862350464,,,,,,,,
train_epoch_end,37,4033,0.3539847731590271,0.09119853377342224,0.02716226689517498,0.04530826583504677,0.04858392849564552,0.17376774549484253,0.0383077934384346,0.1011219322681427,0.0050744954496622086,0.061236586421728134,0.10147035121917725,0.0,8749.041015625,0.3539847731590271,1.15487802028656,-0.017341192811727524,0.8658922910690308,,,,,,,,
train_epoch_end,38,4142,0.3503474295139313,0.09125371277332306,0.02207440696656704,0.04407194256782532,0.06736747920513153,0.1633121371269226,0.033960334956645966,0.10161879658699036,0.004264183342456818,0.06047150120139122,0.09323478490114212,0.0,8959.0146484375,0.3503474295139313,1.1157642602920532,0.0005593792302533984,0.8962466716766357,,,,,,,,
train_epoch_end,39,4251,0.33513501286506653,0.08798519521951675,0.02154397964477539,0.03782513365149498,0.08325815200805664,0.1688905954360962,0.02828187122941017,0.11125428229570389,0.003201833926141262,0.053397782146930695,0.0681617259979248,0.0,8857.6884765625,0.33513501286506653,1.1177350282669067,-0.004954830277711153,0.8946664333343506,,,,,,,,
validation_end,40,4360,,,,,,,,,,,,,,,1.1123782396316528,-0.008443271741271019,0.8989747762680054,25.561111450195312,0.8104263544082642,160.17425537109375,0.40040338039398193,25.561111450195312,0.8104263544082642,160.17425537109375,0.40040338039398193
train_epoch_end,40,4360,0.31546804308891296,0.09568239748477936,0.028604259714484215,0.04886499047279358,0.0726528912782669,0.13028071820735931,0.0339001901447773,0.09634041786193848,0.004054643213748932,0.043921563774347305,0.08857850730419159,0.0,9402.841796875,0.31546804308891296,1.1123782396316528,-0.008443271741271019,0.8989747762680054,,,,,,,,
train_epoch_end,41,4469,0.273468017578125,0.0891176164150238,0.03524289280176163,0.03978513926267624,0.08865098655223846,0.09429967403411865,0.03571615368127823,0.08971582353115082,0.004282813984900713,0.031457312405109406,0.07515101134777069,0.0,8649.384765625,0.273468017578125,1.0993387699127197,-0.007637465372681618,0.9096376895904541,,,,,,,,
train_epoch_end,42,4578,0.3207281827926636,0.08104146271944046,0.022357359528541565,0.03578183054924011,0.06426319479942322,0.15157872438430786,0.033786483108997345,0.1081431433558464,0.0032672793604433537,0.0520927831530571,0.06120472028851509,0.0,8789.5556640625,0.3207281827926636,1.1648263931274414,-0.015496202744543552,0.8584970235824585,,,,,,,,
train_epoch_end,43,4687,0.3550064265727997,0.09819095581769943,0.028837986290454865,0.05484380945563316,0.054859526455402374,0.12621837854385376,0.03920373320579529,0.08277906477451324,0.0053956047631800175,0.06548210978507996,0.11346733570098877,0.0,9309.76171875,0.3550064265727997,1.1468963623046875,-0.017701610922813416,0.8719183802604675,,,,,,,,
train_epoch_end,44,4796,0.3454149663448334,0.10957350581884384,0.025575201958417892,0.05800466984510422,0.08618692308664322,0.15419721603393555,0.03283435106277466,0.13708557188510895,0.004555536899715662,0.0315936803817749,0.089365653693676,0.0,8671.619140625,0.3454149663448334,1.1309993267059326,-0.008416357450187206,0.8841738104820251,,,,,,,,
train_epoch_end,45,4905,0.3120247721672058,0.08674117922782898,0.02032250165939331,0.032890476286411285,0.08884376287460327,0.15995560586452484,0.04225429892539978,0.11960069835186005,0.0029977832455188036,0.04137266427278519,0.05035196244716644,0.0,7351.77734375,0.3120247721672058,1.1390380859375,-0.010798550210893154,0.8779337406158447,,,,,,,,
train_epoch_end,46,5014,0.3224121630191803,0.09351196140050888,0.02916986681520939,0.04337376356124878,0.07875749468803406,0.15674035251140594,0.029929250478744507,0.11705979704856873,0.005051629152148962,0.03636009991168976,0.09770861268043518,0.0,9641.4052734375,0.3224121630191803,1.1155606508255005,-0.018277175724506378,0.8964102268218994,,,,,,,,
train_epoch_end,47,5123,0.28598612546920776,0.09284023940563202,0.026086479425430298,0.04972057789564133,0.06779944896697998,0.12482422590255737,0.02866305410861969,0.09876580536365509,0.004585978575050831,0.028994640335440636,0.09143871814012527,0.0,8945.1513671875,0.28598612546920776,1.1411752700805664,-0.02802176959812641,0.8762896060943604,,,,,,,,
train_epoch_end,48,5232,0.2845354676246643,0.0814652070403099,0.02699623815715313,0.04533126577734947,0.042698174715042114,0.10004065930843353,0.03482507914304733,0.06204792857170105,0.0047861989587545395,0.05054923892021179,0.1027972400188446,0.0,9438.349609375,0.2845354676246643,1.1067196130752563,-0.007806786801666021,0.9035712480545044,,,,,,,,
train_epoch_end,49,5341,0.2623807191848755,0.07614327222108841,0.024452365934848785,0.03337328881025314,0.07116448879241943,0.11510144174098969,0.029422516003251076,0.08783072233200073,0.003629151964560151,0.03474196046590805,0.06657177954912186,0.0,8650.71875,0.2623807191848755,1.0881106853485107,-0.0034562156070023775,0.9190241694450378,,,,,,,,
validation_end,50,5450,,,,,,,,,,,,,,,1.092106819152832,-0.007605093996971846,0.9156613349914551,24.835227966308594,0.8298906683921814,148.1549072265625,0.3704400062561035,24.835227966308594,0.8298906683921814,148.1549072265625,0.3704400062561035
train_epoch_end,50,5450,0.2966292202472687,0.08348254859447479,0.016843950375914574,0.03148604929447174,0.09931011497974396,0.1786896288394928,0.020356077700853348,0.14077331125736237,0.003098709275946021,0.024306103587150574,0.050184570252895355,0.0,8116.3125,0.2966292202472687,1.092106819152832,-0.007605093996971846,0.9156613349914551,,,,,,,,
train_epoch_end,51,5559,0.2948351204395294,0.08628599345684052,0.026058096438646317,0.04019007086753845,0.07134974002838135,0.1366455852985382,0.03231765329837799,0.10282294452190399,0.003953630104660988,0.03583252429962158,0.08441730588674545,0.0,9003.150390625,0.2948351204395294,1.0590236186981201,-0.007509326562285423,0.9442660212516785,,,,,,,,
train_epoch_end,52,5668,0.2821369171142578,0.07877179235219955,0.026885975152254105,0.03732046112418175,0.06410662829875946,0.11944818496704102,0.02703343704342842,0.08432053029537201,0.004004645626991987,0.044623635709285736,0.06844830513000488,0.0,8680.6044921875,0.2821369171142578,1.1152844429016113,-0.010544194839894772,0.8966322541236877,,,,,,,,
train_epoch_end,53,5777,0.2704501152038574,0.07341989874839783,0.023898541927337646,0.03524275869131088,0.05304007977247238,0.10685694217681885,0.03302714601159096,0.0766119733452797,0.004075926728546619,0.04386996850371361,0.07704108953475952,0.0,9342.142578125,0.2704501152038574,1.1017857789993286,-0.012593057937920094,0.907617449760437,,,,,,,,
train_epoch_end,54,5886,0.31875520944595337,0.09662871062755585,0.038744006305933,0.04615084454417229,0.05927272513508797,0.1621514856815338,0.03903412073850632,0.103292316198349,0.004366125911474228,0.04219450801610947,0.08704660832881927,0.0,8317.39453125,0.31875520944595337,1.080334186553955,-0.006971810944378376,0.9256395101547241,,,,,,,,
train_epoch_end,55,5995,0.2332768589258194,0.0740625411272049,0.026372909545898438,0.0366852693259716,0.06251436471939087,0.08864926546812057,0.025162098929286003,0.06894759088754654,0.004171994514763355,0.029546644538640976,0.072622150182724,0.0,8845.87890625,0.2332768589258194,1.0651357173919678,-0.007934601046144962,0.9388474822044373,,,,,,,,
train_epoch_end,56,6104,0.30642062425613403,0.08981181681156158,0.024572186172008514,0.04609625041484833,0.06220543757081032,0.1474960446357727,0.029086235910654068,0.10928069055080414,0.004800234921276569,0.03497811406850815,0.09518004208803177,0.0,8776.6533203125,0.30642062425613403,1.1107828617095947,-0.016263006255030632,0.9002659320831299,,,,,,,,
train_epoch_end,57,6213,0.24041397869586945,0.07659462094306946,0.02381463535130024,0.04135643690824509,0.061792243272066116,0.07897476851940155,0.02375597506761551,0.07990609854459763,0.004300760105252266,0.026408717036247253,0.0717909187078476,0.0,8847.33203125,0.24041397869586945,1.0965745449066162,-0.005198867991566658,0.9119306802749634,,,,,,,,
train_epoch_end,58,6322,0.39270666241645813,0.10977284610271454,0.029844215139746666,0.054675787687301636,0.07639670372009277,0.19369958341121674,0.03666745871305466,0.14423316717147827,0.007331629749387503,0.044915828853845596,0.12639765441417694,0.0,9937.9501953125,0.39270666241645813,1.0813593864440918,-0.010853389278054237,0.924761950969696,,,,,,,,
train_epoch_end,59,6431,0.33449679613113403,0.09421921521425247,0.026202164590358734,0.04163651540875435,0.08547727018594742,0.1749238818883896,0.02868182770907879,0.1308630108833313,0.0047737304121255875,0.0371408611536026,0.08636845648288727,0.0,8767.009765625,0.33449679613113403,1.0861009359359741,-0.021661316975951195,0.9207247495651245,,,,,,,,
validation_end,60,6540,,,,,,,,,,,,,,,1.0891684293746948,-0.0216079019010067,0.9181316494941711,25.4207820892334,0.8409003615379333,144.46714782714844,0.35384631156921387,25.4207820892334,0.8409003615379333,144.46714782714844,0.35384631156921387
train_epoch_end,60,6540,0.21118752658367157,0.057560984045267105,0.020002149045467377,0.026173941791057587,0.05525343865156174,0.07742669433355331,0.019321907311677933,0.05647969990968704,0.004024091642349958,0.034796036779880524,0.06104309484362602,0.0,8269.912109375,0.21118752658367157,1.0891684293746948,-0.0216079019010067,0.9181316494941711,,,,,,,,
train_epoch_end,61,6649,0.30456289649009705,0.08939020335674286,0.019588425755500793,0.036843426525592804,0.10314349830150604,0.14207611978054047,0.0306247528642416,0.11885939538478851,0.004822568502277136,0.03150353580713272,0.08147983253002167,0.0,8113.71435546875,0.30456289649009705,1.0545597076416016,-0.00786865409463644,0.9482630491256714,,,,,,,,
train_epoch_end,62,6758,0.2782200574874878,0.07624736428260803,0.025532037019729614,0.04018136113882065,0.04709308221936226,0.09680581092834473,0.032916560769081116,0.06655092537403107,0.005066671408712864,0.04992951452732086,0.08768541365861893,0.0,8574.703125,0.2782200574874878,1.0672718286514282,-0.012957338243722916,0.9369684457778931,,,,,,,,
train_epoch_end,63,6867,0.2862301170825958,0.07433261722326279,0.022722747176885605,0.03901363164186478,0.05009238421916962,0.1022665873169899,0.02755417302250862,0.07328617572784424,0.00426487997174263,0.05192619189620018,0.08533992618322372,0.0,9159.08203125,0.2862301170825958,1.0877976417541504,-0.023378875106573105,0.9192886352539062,,,,,,,,
train_epoch_end,64,6976,0.31472042202949524,0.08511640131473541,0.015737095847725868,0.033947788178920746,0.0924881249666214,0.17942160367965698,0.024680595844984055,0.13185325264930725,0.004186864010989666,0.03253321349620819,0.07873357832431793,0.0,8814.1103515625,0.31472042202949524,1.0764390230178833,-0.013563201762735844,0.9289889931678772,,,,,,,,
train_epoch_end,65,7085,0.2832406163215637,0.0785820260643959,0.02115040272474289,0.027524888515472412,0.10561569780111313,0.15112394094467163,0.01701287180185318,0.12817507982254028,0.002927054651081562,0.026663774624466896,0.048644959926605225,0.0,8067.65283203125,0.2832406163215637,1.0822696685791016,-0.011638381518423557,0.9239841103553772,,,,,,,,
train_epoch_end,66,7194,0.31575676798820496,0.09831682592630386,0.02491023764014244,0.04448946565389633,0.09637842327356339,0.16896915435791016,0.02643311396241188,0.14577463269233704,0.0035380267072468996,0.022795788943767548,0.05779765918850899,0.0,8086.3046875,0.31575676798820496,1.067557454109192,-0.019708402454853058,0.9367177486419678,,,,,,,,
train_epoch_end,67,7303,0.33131107687950134,0.09047754108905792,0.027534283697605133,0.044901423156261444,0.07668809592723846,0.13364416360855103,0.024624399840831757,0.09742645919322968,0.0047316402196884155,0.053982578217983246,0.08481574058532715,0.0,9506.3515625,0.33131107687950134,1.0846703052520752,-0.030264316126704216,0.9219391345977783,,,,,,,,
train_epoch_end,68,7412,0.25057142972946167,0.07093523442745209,0.02570825070142746,0.03189457580447197,0.0739889070391655,0.09024114906787872,0.02036900818347931,0.0875462144613266,0.00362278800457716,0.031836748123168945,0.06315609812736511,0.0,9004.6669921875,0.25057142972946167,1.086387276649475,-0.02372826263308525,0.9204820394515991,,,,,,,,
train_epoch_end,69,7521,0.2898561954498291,0.07420839369297028,0.020602304488420486,0.037110187113285065,0.05103404074907303,0.1092500388622284,0.03305646404623985,0.07304488867521286,0.00420640641823411,0.05424555763602257,0.08200737088918686,0.0,9403.5517578125,0.2898561954498291,1.0732461214065552,-0.012909243814647198,0.9317527413368225,,,,,,,,
validation_end,70,7630,,,,,,,,,,,,,,,1.075040340423584,-0.019283106550574303,0.9301976561546326,25.44253921508789,0.8531609773635864,142.58346557617188,0.34736740589141846,25.44253921508789,0.8531609773635864,142.58346557617188,0.34736740589141846
train_epoch_end,70,7630,0.2797867953777313,0.08242020010948181,0.023069443181157112,0.04443149268627167,0.07220729440450668,0.08426457643508911,0.022972241044044495,0.05896393954753876,0.003929890692234039,0.05441970005631447,0.06660197675228119,0.0,8982.875,0.2797867953777313,1.075040340423584,-0.019283106550574303,0.9301976561546326,,,,,,,,
train_epoch_end,71,7739,0.3182571828365326,0.07946371287107468,0.017695538699626923,0.031713515520095825,0.0817800760269165,0.1770918369293213,0.020688433200120926,0.12148663401603699,0.0036707716062664986,0.04426959902048111,0.0670369565486908,0.0,8337.6044921875,0.3182571828365326,1.047565221786499,-0.025859307497739792,0.9545944929122925,,,,,,,,
train_epoch_end,72,7848,0.3547676205635071,0.09406185150146484,0.020614467561244965,0.05246729031205177,0.055582717061042786,0.1390952616930008,0.03454296290874481,0.08496116101741791,0.00801190547645092,0.06142326444387436,0.13557149469852448,0.0,10993.3056640625,0.3547676205635071,1.0873265266418457,-0.033612191677093506,0.9196869134902954,,,,,,,,
train_epoch_end,73,7957,0.3033379912376404,0.07055915892124176,0.018498878926038742,0.0321715772151947,0.05615118891000748,0.13148190081119537,0.026307500898838043,0.07800169289112091,0.0035525555722415447,0.06347842514514923,0.061767857521772385,0.0,8825.79296875,0.3033379912376404,1.0778340101242065,-0.019030436873435974,0.927786648273468,,,,,,,,
train_epoch_end,74,8066,0.31634262204170227,0.0813959389925003,0.017227694392204285,0.031074345111846924,0.09018003940582275,0.1802057921886444,0.02179631218314171,0.12751421332359314,0.003986783791333437,0.03779354691505432,0.07275134325027466,0.0,9670.77734375,0.31634262204170227,1.0944026708602905,-0.030243394896388054,0.9137404561042786,,,,,,,,
