event,epoch,global_step,phys_factor_vae/loss_total,phys_factor_vae/loss_factor,phys_factor_vae/loss_factor_e,phys_factor_vae/loss_factor_t,phys_factor_vae/loss_factor_r,phys_factor_vae/loss_factor_a,phys_factor_vae/loss_factor_b,phys_factor_vae/loss_phys,phys_factor_vae/loss_delta,phys_factor_vae/loss_img,phys_factor_vae/loss_edge,phys_factor_vae/loss_lpips,phys_factor_vae/loss_kl,loss_G,latent_std,latent_mean,latent_normalizer,DroneVehicle_day_val/PSNR,DroneVehicle_day_val/SSIM,DroneVehicle_day_val/FID,DroneVehicle_day_val/LPIPS,val_all/PSNR,val_all/SSIM,val_all/FID,val_all/LPIPS
train_epoch_end,74,26640,0.20907190442085266,0.06563214957714081,0.0046154651790857315,0.020745929330587387,0.12348434329032898,0.08500804007053375,0.017441852018237114,0.0435636043548584,0.003526724176481366,0.0222371406853199,0.08414798974990845,0.12188720703125,18646.37890625,0.20907190442085266,1.0555179119110107,0.036093614995479584,0.9474021792411804,,,,,,,,
train_epoch_end,75,27000,0.19394193589687347,0.0650329515337944,0.00441304175183177,0.021237622946500778,0.12316641211509705,0.08181089162826538,0.014877503737807274,0.04166630655527115,0.0033610390964895487,0.018168741837143898,0.07332590222358704,0.10614013671875,18600.177734375,0.19394193589687347,1.0613653659820557,0.03225379437208176,0.9421826004981995,,,,,,,,
train_epoch_end,76,27360,0.2343478500843048,0.07320881634950638,0.004783818498253822,0.028601929545402527,0.12331818044185638,0.07049202173948288,0.022128742188215256,0.04480176419019699,0.00390754546970129,0.027039114385843277,0.10522636771202087,0.131103515625,18937.583984375,0.2343478500843048,1.0354321002960205,0.03334246575832367,0.9657803773880005,,,,,,,,
train_epoch_end,77,27720,0.20997625589370728,0.06614741683006287,0.0038390406407415867,0.021869927644729614,0.12130245566368103,0.08781711757183075,0.016841597855091095,0.046821340918540955,0.0035278217401355505,0.020991522818803787,0.08366616070270538,0.1204833984375,18533.27734375,0.20997625589370728,1.0578250885009766,0.026813169941306114,0.945335865020752,,,,,,,,
train_epoch_end,78,28080,0.2264011949300766,0.07107718288898468,0.004122817423194647,0.026532132178544998,0.12213804572820663,0.07462994754314423,0.022067368030548096,0.04116556793451309,0.0042959414422512054,0.025539150461554527,0.10484720766544342,0.127685546875,19800.802734375,0.2264011949300766,1.0627652406692505,0.04360430687665939,0.940941572189331,,,,,,,,
train_epoch_end,79,28440,0.20397639274597168,0.06534869968891144,0.004084969870746136,0.02048472687602043,0.1229478120803833,0.0901419073343277,0.016366351395845413,0.04884646460413933,0.0035483683459460735,0.019238896667957306,0.07634027302265167,0.0977783203125,18889.1171875,0.20397639274597168,1.045832872390747,0.03648940846323967,0.9561757445335388,,,,,,,,
validation_end,80,28800,,,,,,,,,,,,,,,1.027504801750183,0.03136860951781273,0.9732314348220825,26.488937377929688,0.8952816128730774,28.775672912597656,0.08036697655916214,26.488937377929688,0.8952816128730774,28.775672912597656,0.08036697655916214
train_epoch_end,80,28800,0.22956612706184387,0.07767732441425323,0.0056913141161203384,0.03152187541127205,0.12377408146858215,0.08520864695310593,0.021072939038276672,0.058144908398389816,0.004264837596565485,0.020228859037160873,0.07788556069135666,0.112060546875,18342.35546875,0.22956612706184387,1.027504801750183,0.03136860951781273,0.9732314348220825,,,,,,,,
train_epoch_end,81,29160,0.202631413936615,0.06330345571041107,0.0040382202714681625,0.020928235724568367,0.11810152977705002,0.07230199873447418,0.01844032295048237,0.03294180706143379,0.0040404703468084335,0.02578754350543022,0.08132171630859375,0.116943359375,18744.3046875,0.202631413936615,1.044313907623291,0.02333059534430504,0.957566499710083,,,,,,,,
train_epoch_end,82,29520,0.2117127925157547,0.06579123437404633,0.003972373437136412,0.021908394992351532,0.12210622429847717,0.0788777768611908,0.017901651561260223,0.03348071128129959,0.0036487083416432142,0.029087426140904427,0.0838436484336853,0.105224609375,19135.443359375,0.2117127925157547,1.0575683116912842,0.02990143746137619,0.945565402507782,,,,,,,,
train_epoch_end,83,29880,0.2027837485074997,0.06596498191356659,0.004006398841738701,0.021577125415205956,0.12376846373081207,0.08339010179042816,0.016420505940914154,0.041715770959854126,0.003549661487340927,0.02123407833278179,0.07904978841543198,0.111083984375,18214.32421875,0.2027837485074997,1.0436872243881226,0.033652037382125854,0.9581414461135864,,,,,,,,
train_epoch_end,84,30240,0.19350530207157135,0.06271590292453766,0.0036798259243369102,0.018271643668413162,0.1232936829328537,0.09052453935146332,0.014593709260225296,0.03812781721353531,0.003382619936019182,0.021092001348733902,0.0725317895412445,0.10174560546875,18784.3828125,0.19350530207157135,1.0661135911941528,0.030452905222773552,0.9379863739013672,,,,,,,,
train_epoch_end,85,30600,0.2053677886724472,0.06571274995803833,0.004338239319622517,0.021854430437088013,0.12140612304210663,0.07930858433246613,0.01796547695994377,0.03498650714755058,0.0038200027775019407,0.024174023419618607,0.08670710027217865,0.11376953125,19448.259765625,0.2053677886724472,1.0449026823043823,0.030535446479916573,0.9570268988609314,,,,,,,,
train_epoch_end,86,30960,0.20746803283691406,0.06498108059167862,0.003623037599027157,0.021942999213933945,0.1222529262304306,0.0727553516626358,0.017174221575260162,0.03492230176925659,0.0036416591610759497,0.025401048362255096,0.08649079501628876,0.125244140625,18970.734375,0.20746803283691406,1.047737717628479,0.03447844088077545,0.9544373154640198,,,,,,,,
train_epoch_end,87,31320,0.2241876721382141,0.06942323595285416,0.004167091101408005,0.024878373369574547,0.12292955070734024,0.08659900724887848,0.016443226486444473,0.03641323000192642,0.0032848911359906197,0.03497781231999397,0.07108637690544128,0.0975341796875,17588.7421875,0.2241876721382141,1.0429582595825195,0.023357238620519638,0.9588111639022827,,,,,,,,
train_epoch_end,88,31680,0.21689504384994507,0.07067646831274033,0.004647822584956884,0.024901822209358215,0.12356942147016525,0.0940672978758812,0.017254408448934555,0.054393470287323,0.0037163193337619305,0.019264638423919678,0.08104348182678223,0.102783203125,19041.828125,0.21689504384994507,1.0311781167984009,0.025871124118566513,0.9697645902633667,,,,,,,,
train_epoch_end,89,32040,0.230669766664505,0.06794791668653488,0.003480170853435993,0.023498298600316048,0.1239980012178421,0.07493982464075089,0.02034437656402588,0.03356076031923294,0.004002015106379986,0.03583060950040817,0.09382898360490799,0.1136474609375,18672.81640625,0.230669766664505,1.0600417852401733,0.0317399688065052,0.9433590173721313,,,,,,,,
validation_end,90,32400,,,,,,,,,,,,,,,1.0781071186065674,0.025532545521855354,0.9275516271591187,28.107271194458008,0.8994718790054321,26.437509536743164,0.0755026787519455,28.107271194458008,0.8994718790054321,26.437509536743164,0.0755026787519455
train_epoch_end,90,32400,0.2366277575492859,0.07226884365081787,0.004333444405347109,0.02706076204776764,0.12305467575788498,0.07526862621307373,0.023336762562394142,0.04257927089929581,0.004513354040682316,0.027915935963392258,0.11273342370986938,0.1358642578125,19663.11328125,0.2366277575492859,1.0781071186065674,0.025532545521855354,0.9275516271591187,,,,,,,,
train_epoch_end,91,32760,0.19144275784492493,0.06426336616277695,0.003470399882644415,0.021212860941886902,0.11916763335466385,0.08406059443950653,0.015939734876155853,0.03878775238990784,0.003839766141027212,0.01854298636317253,0.07421643286943436,0.0994873046875,18963.046875,0.19144275784492493,1.0318820476531982,0.030338935554027557,0.9691030383110046,,,,,,,,
train_epoch_end,92,33120,0.2396615892648697,0.07276607304811478,0.00467180460691452,0.027993015944957733,0.12302263081073761,0.06643354892730713,0.02482437901198864,0.03838828206062317,0.004790996201336384,0.030414141714572906,0.11658364534378052,0.13232421875,20512.67578125,0.2396615892648697,1.0214406251907349,0.033202867954969406,0.9790094494819641,,,,,,,,
train_epoch_end,93,33480,0.2040427029132843,0.06400802731513977,0.005963008850812912,0.02113325521349907,0.12200307846069336,0.06426926702260971,0.01782529428601265,0.03004360944032669,0.0037453342229127884,0.027736296877264977,0.08362214267253876,0.11346435546875,18522.701171875,0.2040427029132843,1.0667352676391602,0.024030761793255806,0.9374397397041321,,,,,,,,
train_epoch_end,94,33840,0.2114155888557434,0.06661135703325272,0.004180304240435362,0.02116020955145359,0.12218916416168213,0.09537167102098465,0.01728644222021103,0.04586115851998329,0.0036995159462094307,0.02235541120171547,0.08460432291030884,0.10760498046875,18624.203125,0.2114155888557434,1.0356611013412476,0.029629863798618317,0.9655668139457703,,,,,,,,
train_epoch_end,95,34200,0.20961107313632965,0.06685226410627365,0.002956812269985676,0.022258412092924118,0.12380822002887726,0.0854206532239914,0.017442120239138603,0.04103778302669525,0.0036852871999144554,0.02375253103673458,0.08400573581457138,0.1065673828125,18870.98046875,0.20961107313632965,1.0530002117156982,0.0342225655913353,0.9496674537658691,,,,,,,,
train_epoch_end,96,34560,0.21160295605659485,0.06651808321475983,0.0035875379107892513,0.022031916305422783,0.12370022386312485,0.08461914956569672,0.0168092530220747,0.044471170753240585,0.003588076215237379,0.022726871073246002,0.08513567596673965,0.11248779296875,19042.216796875,0.21160295605659485,1.0477904081344604,0.02507760003209114,0.9543893337249756,,,,,,,,
train_epoch_end,97,34920,0.2204829305410385,0.07240116596221924,0.005716229788959026,0.027937114238739014,0.12289507687091827,0.07273362576961517,0.02015148103237152,0.04292725399136543,0.003961957059800625,0.02293487638235092,0.09771424531936646,0.11712646484375,19183.134765625,0.2204829305410385,1.046473503112793,0.027410538867115974,0.9555903673171997,,,,,,,,
train_epoch_end,98,35280,0.22589294612407684,0.07216846942901611,0.0050036245957016945,0.02754015102982521,0.12274928390979767,0.083152636885643,0.017499299719929695,0.056112077087163925,0.0036988994106650352,0.020842699334025383,0.0863538384437561,0.1173095703125,18905.62109375,0.22589294612407684,1.0604192018508911,0.023840075358748436,0.9430232644081116,,,,,,,,
train_epoch_end,99,35640,0.2273569256067276,0.07105657458305359,0.0045212311670184135,0.025577319785952568,0.12379609048366547,0.08151379227638245,0.020994190126657486,0.04822270944714546,0.004466984886676073,0.02338833548128605,0.09938491880893707,0.12322998046875,19666.28515625,0.2273569256067276,1.0403202772140503,0.02229779213666916,0.9612424373626709,,,,,,,,
validation_end,100,36000,,,,,,,,,,,,,,,1.0458405017852783,0.03321804106235504,0.9561687707901001,27.701778411865234,0.8983554244041443,24.40372657775879,0.07695681601762772,27.701778411865234,0.8983554244041443,24.40372657775879,0.07695681601762772
train_epoch_end,100,36000,0.19337892532348633,0.062479399144649506,0.0033211205154657364,0.018131395801901817,0.12381669878959656,0.0892505943775177,0.014553963206708431,0.039567187428474426,0.003252074820920825,0.021178485825657845,0.0701850950717926,0.0950927734375,18670.80078125,0.19337892532348633,1.0458405017852783,0.03321804106235504,0.9561687707901001,,,,,,,,
train_epoch_end,101,36360,0.21097612380981445,0.06868796795606613,0.004098081961274147,0.02385810948908329,0.12343400716781616,0.08755072951316833,0.016767067834734917,0.046310603618621826,0.0037789747584611177,0.020711859688162804,0.08336048573255539,0.11065673828125,18872.10546875,0.21097612380981445,1.0412951707839966,0.02893735095858574,0.9603424668312073,,,,,,,,
train_epoch_end,102,36720,0.2148587703704834,0.06565596163272858,0.0032512876205146313,0.021210724487900734,0.12244084477424622,0.08928921818733215,0.016373131424188614,0.04654114693403244,0.0035326103679835796,0.0238148495554924,0.08364124596118927,0.12359619140625,18229.431640625,0.2148587703704834,1.0344356298446655,0.01709197275340557,0.9667106866836548,,,,,,,,
train_epoch_end,103,37080,0.22762568295001984,0.06972497701644897,0.003705854993313551,0.025486771017313004,0.12135175615549088,0.07647788524627686,0.02130407840013504,0.04223933815956116,0.004190218169242144,0.027239743620157242,0.10208804905414581,0.1131591796875,20155.25,0.22762568295001984,1.050409197807312,0.02570047415792942,0.952009916305542,,,,,,,,
train_epoch_end,104,37440,0.20415212213993073,0.06728897988796234,0.006102757062762976,0.025301877409219742,0.12015605717897415,0.06239013373851776,0.01673354208469391,0.036307960748672485,0.0036151222884655,0.023987069725990295,0.0784241259098053,0.1104736328125,18312.53515625,0.20415212213993073,1.0341029167175293,0.02571890689432621,0.9670217633247375,,,,,,,,
train_epoch_end,105,37800,0.2139769345521927,0.07147274911403656,0.00517751881852746,0.026296498253941536,0.12384120374917984,0.0865388810634613,0.017070729285478592,0.050967682152986526,0.0037321709096431732,0.019568871706724167,0.08114995062351227,0.09600830078125,18781.314453125,0.2139769345521927,1.0417091846466064,0.030817577615380287,0.9599608182907104,,,,,,,,
train_epoch_end,106,38160,0.21540987491607666,0.06796389073133469,0.003540424630045891,0.024005893617868423,0.12157757580280304,0.07879596948623657,0.01919558271765709,0.04135940968990326,0.004053354263305664,0.024330470710992813,0.0919051319360733,0.10797119140625,19600.412109375,0.21540987491607666,1.0415115356445312,0.026170339435338974,0.960142970085144,,,,,,,,
train_epoch_end,107,38520,0.20513178408145905,0.0650499239563942,0.004715389106422663,0.02092427760362625,0.12234035134315491,0.07962150871753693,0.01759825274348259,0.03918951749801636,0.003767167218029499,0.023286812007427216,0.08358882367610931,0.09857177734375,19797.16015625,0.20513178408145905,1.0552855730056763,0.02567337080836296,0.9476107954978943,,,,,,,,
train_epoch_end,108,38880,0.19772255420684814,0.062489237636327744,0.0031833872199058533,0.01926441304385662,0.12165386229753494,0.08385780453681946,0.014518912881612778,0.033232513815164566,0.0033890455961227417,0.02535439468920231,0.07504288107156754,0.10333251953125,18812.046875,0.19772255420684814,1.0426982641220093,0.02374320849776268,0.9590502381324768,,,,,,,,
train_epoch_end,109,39240,0.24039648473262787,0.07412780076265335,0.004347042180597782,0.028628451749682426,0.12270231544971466,0.07653098553419113,0.024335641413927078,0.04138770326972008,0.004815372638404369,0.02884845808148384,0.11559441685676575,0.1295166015625,20515.396484375,0.24039648473262787,1.0458685159683228,0.03579475358128548,0.9561431407928467,,,,,,,,
validation_end,110,39600,,,,,,,,,,,,,,,1.0443631410598755,0.02332759089767933,0.9575213193893433,27.336284637451172,0.9006924033164978,26.450376510620117,0.07698807865381241,27.336284637451172,0.9006924033164978,26.450376510620117,0.07698807865381241
train_epoch_end,110,39600,0.21271686255931854,0.06975165009498596,0.005139244720339775,0.02474275231361389,0.12380217760801315,0.0859207808971405,0.01672586239874363,0.047069285064935684,0.0037173423916101456,0.020840689539909363,0.08316590636968613,0.11004638671875,18704.15625,0.21271686255931854,1.0443631410598755,0.02332759089767933,0.9575213193893433,,,,,,,,
train_epoch_end,111,39960,0.24190936982631683,0.0733199343085289,0.004432546440511942,0.02810588851571083,0.1231413185596466,0.07147520780563354,0.024692241102457047,0.038309015333652496,0.004709227010607719,0.031392715871334076,0.11689568310976028,0.1341552734375,20149.359375,0.24190936982631683,1.0477914810180664,0.027392877265810966,0.9543883800506592,,,,,,,,
train_epoch_end,112,40320,0.26011723279953003,0.0792543888092041,0.0046231006272137165,0.03385195881128311,0.12324453145265579,0.06497583538293839,0.027751758694648743,0.04408838599920273,0.005295932292938232,0.030989008024334908,0.1346096694469452,0.1474609375,21100.458984375,0.26011723279953003,1.045908808708191,0.02448703534901142,0.9561063051223755,,,,,,,,
train_epoch_end,113,40680,0.2050815224647522,0.06317156553268433,0.0031704213470220566,0.01790534518659115,0.12333056330680847,0.10157912969589233,0.013932256028056145,0.041892606765031815,0.003286771010607481,0.026401061564683914,0.06720985472202301,0.09051513671875,18077.53125,0.2050815224647522,1.0421918630599976,0.028488704934716225,0.9595162272453308,,,,,,,,
train_epoch_end,114,41040,0.21369941532611847,0.06711018830537796,0.0036074365489184856,0.022328004240989685,0.12320824712514877,0.08420194685459137,0.01863228529691696,0.03686840087175369,0.003870020853355527,0.02640182338654995,0.09043565392494202,0.10870361328125,19566.3671875,0.21369941532611847,1.0359505414962769,0.022179119288921356,0.9652970433235168,,,,,,,,
train_epoch_end,115,41400,0.22814445197582245,0.0705062747001648,0.004390328656882048,0.024825453758239746,0.12313656508922577,0.08460722863674164,0.021353472024202347,0.04226486384868622,0.00403164979070425,0.0274147167801857,0.10153552889823914,0.111328125,19997.041015625,0.22814445197582245,1.0502891540527344,0.03016350232064724,0.9521187543869019,,,,,,,,
train_epoch_end,116,41760,0.22421462833881378,0.07202380150556564,0.004454756621271372,0.02803100273013115,0.12251096218824387,0.06816421449184418,0.021739786490797997,0.039822980761528015,0.004344773944467306,0.02508915215730667,0.10219839960336685,0.1226806640625,20027.10546875,0.22421462833881378,1.0586735010147095,0.030052118003368378,0.9445782899856567,,,,,,,,
train_epoch_end,117,42120,0.19580049812793732,0.06200776994228363,0.0028071687556803226,0.016929972916841507,0.12388776242733002,0.10299107432365417,0.012419827282428741,0.052820008248090744,0.003091287799179554,0.017216118052601814,0.06339259445667267,0.09716796875,17881.197265625,0.19580049812793732,1.0402084589004517,0.028290828689932823,0.9613457918167114,,,,,,,,
train_epoch_end,118,42480,0.20853160321712494,0.06622561067342758,0.003629285842180252,0.021810192614793777,0.12261530756950378,0.0865001231431961,0.016817044466733932,0.042906954884529114,0.004165720194578171,0.02269718050956726,0.07876293361186981,0.107177734375,19428.9296875,0.20853160321712494,1.0480238199234009,0.023117173463106155,0.9541767835617065,,,,,,,,
train_epoch_end,119,42840,0.2469789683818817,0.07595572620630264,0.004860794637352228,0.03063807636499405,0.12265321612358093,0.07019934058189392,0.025676846504211426,0.0433136485517025,0.004908064380288124,0.028783150017261505,0.12266585230827332,0.1358642578125,20980.796875,0.2469789683818817,1.0328387022018433,0.027175916358828545,0.9682053923606873,,,,,,,,
validation_end,120,43200,,,,,,,,,,,,,,,1.0477266311645508,0.02330932393670082,0.9544474482536316,28.483665466308594,0.9050790667533875,25.96341896057129,0.07477815449237823,28.483665466308594,0.9050790667533875,25.96341896057129,0.07477815449237823
train_epoch_end,120,43200,0.22960738837718964,0.07114246487617493,0.0033554737456142902,0.024846380576491356,0.12393952161073685,0.09184936434030533,0.021149614825844765,0.049382761120796204,0.004316865466535091,0.024734986945986748,0.09992687404155731,0.1053466796875,19777.408203125,0.22960738837718964,1.0477266311645508,0.02330932393670082,0.9544474482536316,,,,,,,,
train_epoch_end,121,43560,0.21021942794322968,0.06954437494277954,0.003646180033683777,0.02615758590400219,0.12011602520942688,0.08325854688882828,0.016481533646583557,0.049482204020023346,0.003516476834192872,0.018845483660697937,0.08039486408233643,0.10784912109375,19098.708984375,0.21021942794322968,1.0393210649490356,0.023928703740239143,0.9621666073799133,,,,,,,,
train_epoch_end,122,43920,0.20816293358802795,0.06559613347053528,0.0036121606826782227,0.020530259236693382,0.12385596334934235,0.08884431421756744,0.017257649451494217,0.04562529921531677,0.0035651754587888718,0.02211920917034149,0.0792568102478981,0.09979248046875,19344.443359375,0.20816293358802795,1.036058783531189,0.026621688157320023,0.9651961922645569,,,,,,,,
train_epoch_end,123,44280,0.19267192482948303,0.06220181658864021,0.0032576057128608227,0.01793792098760605,0.12298011779785156,0.0912456065416336,0.014319615438580513,0.04068044200539589,0.003429702715948224,0.019929859787225723,0.0721520185470581,0.09454345703125,19009.412109375,0.19267192482948303,1.0517268180847168,0.027179449796676636,0.9508172273635864,,,,,,,,
train_epoch_end,124,44640,0.22082780301570892,0.0679652988910675,0.0046712313778698444,0.023529695346951485,0.12284522503614426,0.07617414742708206,0.01975628361105919,0.03177366778254509,0.004159324802458286,0.03142596408724785,0.09360373765230179,0.10845947265625,19827.642578125,0.22082780301570892,1.0386607646942139,0.028637338429689407,0.9627782702445984,,,,,,,,
train_epoch_end,125,45000,0.19799049198627472,0.06369012594223022,0.003099244087934494,0.01850389689207077,0.1233479231595993,0.0995345413684845,0.014483943581581116,0.04325384646654129,0.0035596746020019054,0.020313967019319534,0.07437682151794434,0.0926513671875,19002.63671875,0.19799049198627472,1.0353193283081055,0.026646852493286133,0.965885579586029,,,,,,,,
train_epoch_end,126,45360,0.22343960404396057,0.0681982934474945,0.00353940948843956,0.024221090599894524,0.12274795770645142,0.07382864505052567,0.020089970901608467,0.035769157111644745,0.004146302584558725,0.029199589043855667,0.10011113435029984,0.1258544921875,19310.37890625,0.22343960404396057,1.0416176319122314,0.029600895941257477,0.9600452184677124,,,,,,,,
train_epoch_end,127,45720,0.20668521523475647,0.06465651839971542,0.0037632533349096775,0.021443083882331848,0.12140243500471115,0.07782819867134094,0.016556764021515846,0.03591920807957649,0.003546450287103653,0.025621002539992332,0.08466526865959167,0.109619140625,19191.26953125,0.20668521523475647,1.03331458568573,0.017897166311740875,0.9677594900131226,,,,,,,,
train_epoch_end,128,46080,0.22422976791858673,0.06833180040121078,0.003730828408151865,0.02447892352938652,0.1220814511179924,0.07087147980928421,0.02125062607228756,0.0341959223151207,0.004304302390664816,0.0307490061968565,0.10066075623035431,0.1099853515625,19732.95703125,0.22422976791858673,1.0484352111816406,0.025387711822986603,0.9538024067878723,,,,,,,,
train_epoch_end,129,46440,0.20091520249843597,0.06332255899906158,0.004156208131462336,0.021017301827669144,0.1170462965965271,0.07945629209280014,0.016235997900366783,0.03598036244511604,0.0038766288198530674,0.023040464147925377,0.08226938545703888,0.11798095703125,19292.345703125,0.20091520249843597,1.0397781133651733,0.016575738787651062,0.9617436528205872,,,,,,,,
validation_end,130,46800,,,,,,,,,,,,,,,1.0475809574127197,0.029310472309589386,0.9545801877975464,28.407054901123047,0.9055099487304688,26.51711654663086,0.07015140354633331,28.407054901123047,0.9055099487304688,26.51711654663086,0.07015140354633331
train_epoch_end,130,46800,0.1951099932193756,0.06164185702800751,0.0027920734137296677,0.01715087890625,0.12361438572406769,0.09408390522003174,0.013923875987529755,0.04387909919023514,0.003241996979340911,0.021073438227176666,0.06770879030227661,0.0899658203125,18277.90625,0.1951099932193756,1.0475809574127197,0.029310472309589386,0.9545801877975464,,,,,,,,
train_epoch_end,131,47160,0.19119390845298767,0.06337593495845795,0.003011914435774088,0.019718609750270844,0.12232445180416107,0.08996069431304932,0.013308650813996792,0.04031873494386673,0.003353780834004283,0.018396958708763123,0.07107995450496674,0.106689453125,18915.65234375,0.19119390845298767,1.025439739227295,0.012591524980962276,0.9751914143562317,,,,,,,,
train_epoch_end,132,47520,0.2091401070356369,0.0661415159702301,0.0036024870350956917,0.022662952542304993,0.12168139219284058,0.07763437926769257,0.017576633021235466,0.03856036067008972,0.0038039833307266235,0.023861758410930634,0.08867701888084412,0.10894775390625,19846.69921875,0.2091401070356369,1.0354877710342407,0.01993555948138237,0.9657284617424011,,,,,,,,
train_epoch_end,133,47880,0.2056472897529602,0.06457532942295074,0.003797947894781828,0.019435260444879532,0.12343654036521912,0.09430152922868729,0.015605167485773563,0.04169692099094391,0.0035622399300336838,0.02393517643213272,0.07744436711072922,0.0977783203125,18800.474609375,0.2056472897529602,1.0588551759719849,0.020700588822364807,0.9444162249565125,,,,,,,,
train_epoch_end,134,48240,0.20105740427970886,0.06306777149438858,0.0032172068022191525,0.019375968724489212,0.1215364933013916,0.08633582293987274,0.015479168854653835,0.039044689387083054,0.003581956960260868,0.023241616785526276,0.07799883186817169,0.10235595703125,19141.400390625,0.20105740427970886,1.045753002166748,0.027701163664460182,0.9562487602233887,,,,,,,,
train_epoch_end,135,48600,0.20703278481960297,0.06468652188777924,0.004306945018470287,0.020252544432878494,0.12238064408302307,0.08640803396701813,0.016485095024108887,0.04430277645587921,0.003756736870855093,0.022301003336906433,0.08019338548183441,0.1026611328125,19367.23046875,0.20703278481960297,1.0434234142303467,0.01994357630610466,0.9583836793899536,,,,,,,,
train_epoch_end,136,48960,0.24451768398284912,0.07385757565498352,0.004809045698493719,0.028543833643198013,0.12101678550243378,0.0787026584148407,0.023948073387145996,0.048752326518297195,0.004664892330765724,0.028078384697437286,0.11456513404846191,0.1241455078125,20031.81640625,0.24451768398284912,1.0293048620224,0.017495878040790558,0.971529483795166,,,,,,,,
train_epoch_end,137,49320,0.20514999330043793,0.06597895175218582,0.006658616010099649,0.020971667021512985,0.12375803291797638,0.08415437489748001,0.015950731933116913,0.043644342571496964,0.0037155398167669773,0.02152811735868454,0.07870085537433624,0.0966796875,19413.265625,0.20514999330043793,1.0430219173431396,0.02407938614487648,0.9587526321411133,,,,,,,,
train_epoch_end,138,49680,0.20376816391944885,0.06373419612646103,0.0028650942258536816,0.018379272893071175,0.12365753948688507,0.09994599223136902,0.01491866260766983,0.04862462356686592,0.003311004489660263,0.02080516517162323,0.07261970639228821,0.0919189453125,19139.654296875,0.20376816391944885,1.0362443923950195,0.02206040732562542,0.9650233387947083,,,,,,,,
train_epoch_end,139,50040,0.20556840300559998,0.06640060245990753,0.0032506114803254604,0.021189536899328232,0.12307635694742203,0.09075560420751572,0.01821504533290863,0.040612105280160904,0.003907480742782354,0.022310199216008186,0.08489080518484116,0.0899658203125,19810.064453125,0.20556840300559998,1.0414975881576538,0.024376504123210907,0.9601558446884155,,,,,,,,
validation_end,140,50400,,,,,,,,,,,,,,,1.032098650932312,0.022125432267785072,0.9688996076583862,28.131162643432617,0.9062052965164185,28.7479190826416,0.0692565068602562,28.131162643432617,0.9062052965164185,28.7479190826416,0.0692565068602562
train_epoch_end,140,50400,0.19862090051174164,0.06324906647205353,0.003341871779412031,0.0191951934248209,0.12233047932386398,0.08931617438793182,0.01481666974723339,0.04283375293016434,0.0035492766182869673,0.020565375685691833,0.07392526417970657,0.10064697265625,19313.552734375,0.19862090051174164,1.032098650932312,0.022125432267785072,0.9688996076583862,,,,,,,,
train_epoch_end,141,50760,0.21510881185531616,0.06760157644748688,0.003922113683074713,0.024102024734020233,0.12169937044382095,0.07518434524536133,0.018302971497178078,0.03947732597589493,0.0037993406876921654,0.02488260716199875,0.09354908764362335,0.11883544921875,19191.4921875,0.21510881185531616,1.02557373046875,0.0179060697555542,0.9750639796257019,,,,,,,,
train_epoch_end,142,51120,0.20106510818004608,0.06245439499616623,0.003111432306468487,0.019446954131126404,0.12120916694402695,0.0809427797794342,0.01533205434679985,0.03252164274454117,0.0035876878537237644,0.02629009820520878,0.07959945499897003,0.1077880859375,19240.990234375,0.20106510818004608,1.0309362411499023,0.017331557348370552,0.9699921011924744,,,,,,,,
train_epoch_end,143,51480,0.23590725660324097,0.07277044653892517,0.0045140087604522705,0.027614228427410126,0.12369899451732635,0.0712253749370575,0.023921716958284378,0.039087630808353424,0.004919835366308689,0.029020123183727264,0.11364506930112839,0.12213134765625,20463.171875,0.23590725660324097,1.0466550588607788,0.027438301593065262,0.9554246068000793,,,,,,,,
train_epoch_end,144,51840,0.20916706323623657,0.06391385197639465,0.003301671240478754,0.019635476171970367,0.12379880994558334,0.08267486095428467,0.016943082213401794,0.0361328050494194,0.0037191747687757015,0.028381086885929108,0.07944772392511368,0.09759521484375,19019.12109375,0.20916706323623657,1.050555944442749,0.021084487438201904,0.9518769383430481,,,,,,,,
train_epoch_end,145,52200,0.22156985104084015,0.07703354954719543,0.003539398778229952,0.034247711300849915,0.12105363607406616,0.07774776220321655,0.015451237559318542,0.0565168559551239,0.003432090859860182,0.018781505525112152,0.07508858293294907,0.09637451171875,18616.275390625,0.22156985104084015,1.0370404720306396,0.03855527192354202,0.9642825126647949,,,,,,,,
train_epoch_end,146,52560,0.19947519898414612,0.06365196406841278,0.0032180757261812687,0.01996513083577156,0.12365435063838959,0.07877400517463684,0.016365300863981247,0.0354258194565773,0.00365046551451087,0.023467564955353737,0.08097502589225769,0.1044921875,19115.8125,0.19947519898414612,1.0484514236450195,0.01310361735522747,0.953787624835968,,,,,,,,
train_epoch_end,147,52920,0.19520635902881622,0.060886040329933167,0.0033906609751284122,0.01773235946893692,0.12319447100162506,0.08035451918840408,0.013887796550989151,0.035843491554260254,0.003310402389615774,0.02420027181506157,0.07113964855670929,0.10113525390625,18864.392578125,0.19520635902881622,1.0377377271652222,0.02598591335117817,0.9636346101760864,,,,,,,,
train_epoch_end,148,53280,0.2041698694229126,0.06626446545124054,0.0031714164651930332,0.022133370861411095,0.1238221824169159,0.08624215424060822,0.015033891424536705,0.048391178250312805,0.003514046547934413,0.018992945551872253,0.07505427300930023,0.10009765625,19240.9375,0.2041698694229126,1.0446993112564087,0.02653813362121582,0.9572132229804993,,,,,,,,
