event,epoch,global_step,phys_factor_vae/loss_total,phys_factor_vae/loss_factor,phys_factor_vae/loss_factor_e,phys_factor_vae/loss_factor_t,phys_factor_vae/loss_factor_r,phys_factor_vae/loss_factor_a,phys_factor_vae/loss_factor_b,phys_factor_vae/loss_phys,phys_factor_vae/loss_delta,phys_factor_vae/loss_img,phys_factor_vae/loss_edge,phys_factor_vae/loss_lpips,phys_factor_vae/loss_kl,loss_G,latent_std,latent_mean,latent_normalizer,DroneVehicle_day_val/PSNR,DroneVehicle_day_val/SSIM,DroneVehicle_day_val/FID,DroneVehicle_day_val/LPIPS,val_all/PSNR,val_all/SSIM,val_all/FID,val_all/LPIPS
train_epoch_end,10,3600,0.4229435622692108,0.12129319459199905,0.011554697528481483,0.06718537211418152,0.12452960014343262,0.04331983998417854,0.06301907449960709,0.06269322335720062,0.004679428413510323,0.060279570519924164,0.24396196007728577,0.371826171875,15557.6806640625,0.4229435622692108,1.0077532529830933,0.10822709649801254,0.9923064112663269,,,,,,,,
train_epoch_end,11,3960,0.37217456102371216,0.10501202195882797,0.011385352350771427,0.05062852427363396,0.12423994392156601,0.06331184506416321,0.056583963334560394,0.04362187907099724,0.0041649965569376945,0.06257723271846771,0.1969130039215088,0.291259765625,15863.91015625,0.37217456102371216,1.0777802467346191,0.1389305144548416,0.9278329014778137,,,,,,,,
train_epoch_end,12,4320,0.37138831615448,0.10125116258859634,0.006868244148790836,0.04983752220869064,0.12358352541923523,0.06601862609386444,0.048795346170663834,0.04696433246135712,0.004553922917693853,0.060933537781238556,0.20405824482440948,0.297607421875,15982.5830078125,0.37138831615448,1.0700709819793701,0.1699507087469101,0.9345174431800842,,,,,,,,
train_epoch_end,13,4680,0.3200305104255676,0.09125440567731857,0.007039591204375029,0.04085379093885422,0.12364748865365982,0.06386096775531769,0.045371007174253464,0.04646622762084007,0.004314009565860033,0.046078406274318695,0.17146694660186768,0.26123046875,16849.265625,0.3200305104255676,1.0043816566467285,0.11878678947687149,0.9956374764442444,,,,,,,,
train_epoch_end,14,5040,0.303435742855072,0.0896148607134819,0.010568905621767044,0.039523039013147354,0.12397406995296478,0.057065270841121674,0.042998190969228745,0.04840284213423729,0.0038668590132147074,0.040375448763370514,0.15916228294372559,0.243896484375,16626.185546875,0.303435742855072,0.994356632232666,0.09512172639369965,1.0056754350662231,,,,,,,,
train_epoch_end,15,5400,0.2795281708240509,0.08573674410581589,0.007761618588119745,0.03747768700122833,0.12225840240716934,0.06460678577423096,0.03717348724603653,0.04605747014284134,0.003872340079396963,0.034031942486763,0.14294874668121338,0.2342529296875,16638.3203125,0.2795281708240509,1.0197904109954834,0.09899014234542847,0.9805936217308044,,,,,,,,
train_epoch_end,16,5760,0.2855270802974701,0.08314421027898788,0.006268783938139677,0.03336406499147415,0.12296082824468613,0.07582715898752213,0.03956010937690735,0.04577987641096115,0.0038716711569577456,0.03945673257112503,0.1412525177001953,0.21728515625,16776.23046875,0.2855270802974701,1.0190682411193848,0.09707529097795486,0.9812885522842407,,,,,,,,
train_epoch_end,17,6120,0.28573253750801086,0.08637441694736481,0.006985319312661886,0.037795741111040115,0.12129958719015121,0.06874755024909973,0.038530781865119934,0.0521775558590889,0.0039785485714674,0.0338343046605587,0.14451999962329865,0.224365234375,16972.990234375,0.28573253750801086,1.0275298357009888,0.08933538943529129,0.9732077717781067,,,,,,,,
train_epoch_end,18,6480,0.25677430629730225,0.07828565686941147,0.007572158705443144,0.02930191531777382,0.12421739101409912,0.07555674761533737,0.0339227095246315,0.04277119040489197,0.003558806609362364,0.03355829045176506,0.11730947345495224,0.1900634765625,16702.2578125,0.25677430629730225,1.037793517112732,0.08426641672849655,0.9635828137397766,,,,,,,,
train_epoch_end,19,6840,0.2867772579193115,0.08438534289598465,0.0075652641244232655,0.03538035601377487,0.12207317352294922,0.07121095061302185,0.03789713978767395,0.053305648267269135,0.003951369784772396,0.0342087559401989,0.1486985683441162,0.21923828125,17615.841796875,0.2867772579193115,1.0381803512573242,0.08562862873077393,0.9632237553596497,,,,,,,,
validation_end,20,7200,,,,,,,,,,,,,,,1.0317714214324951,0.08351262658834457,0.9692069292068481,24.95232582092285,0.8302479982376099,47.706722259521484,0.1725316345691681,24.95232582092285,0.8302479982376099,47.706722259521484,0.1725316345691681
train_epoch_end,20,7200,0.32639092206954956,0.0974072813987732,0.006629795767366886,0.045866355299949646,0.12327344715595245,0.06298327445983887,0.05106715112924576,0.053270310163497925,0.005119974724948406,0.041208021342754364,0.18695557117462158,0.22900390625,18534.94921875,0.32639092206954956,1.0317714214324951,0.08351262658834457,0.9692069292068481,,,,,,,,
train_epoch_end,21,7560,0.25211918354034424,0.07867607474327087,0.010548887774348259,0.02936721220612526,0.12332269549369812,0.07988575100898743,0.03140956163406372,0.04723787307739258,0.003548682201653719,0.029496965929865837,0.1159796416759491,0.169921875,17669.40234375,0.25211918354034424,1.0269558429718018,0.07651159912347794,0.9737517237663269,,,,,,,,
train_epoch_end,22,7920,0.26219063997268677,0.08123765885829926,0.006839341018348932,0.033819302916526794,0.12121890485286713,0.05936415493488312,0.03786952793598175,0.041821613907814026,0.004396403674036264,0.03305993229150772,0.12993919849395752,0.183837890625,17743.453125,0.26219063997268677,1.040395975112915,0.08053430169820786,0.9611725211143494,,,,,,,,
train_epoch_end,23,8280,0.29177725315093994,0.0885860025882721,0.010023098438978195,0.038354672491550446,0.12406642735004425,0.0627911388874054,0.041719332337379456,0.05360008403658867,0.004391259513795376,0.0356927216053009,0.14640510082244873,0.187255859375,18490.681640625,0.29177725315093994,1.0292855501174927,0.06882082670927048,0.9715476632118225,,,,,,,,
train_epoch_end,24,8640,0.30250346660614014,0.088935986161232,0.007885106839239597,0.03900228068232536,0.12403412163257599,0.0583675280213356,0.04446857422590256,0.04485343396663666,0.004604516085237265,0.04248626530170441,0.15866047143936157,0.2130126953125,18170.59765625,0.30250346660614014,1.0673668384552002,0.06824086606502533,0.9368849992752075,,,,,,,,
train_epoch_end,25,9000,0.2808187007904053,0.0806778222322464,0.009275313466787338,0.03350120782852173,0.12265271693468094,0.04950053244829178,0.036978207528591156,0.03732955455780029,0.004117498639971018,0.04629966616630554,0.12491403520107269,0.1744384765625,17425.169921875,0.2808187007904053,1.0474565029144287,0.07310459017753601,0.9546935558319092,,,,,,,,
train_epoch_end,26,9360,0.2702067494392395,0.08489850908517838,0.006396206561475992,0.03659726679325104,0.12352330982685089,0.07049679756164551,0.0350867323577404,0.05007508397102356,0.0039149001240730286,0.03184422850608826,0.12511992454528809,0.1865234375,17703.599609375,0.2702067494392395,1.032254934310913,0.06400930881500244,0.968752920627594,,,,,,,,
train_epoch_end,27,9720,0.23556241393089294,0.07488979399204254,0.007114348001778126,0.027725640684366226,0.12338893115520477,0.06895846128463745,0.03056994080543518,0.04588671028614044,0.003491590963676572,0.027074361220002174,0.0970078557729721,0.151123046875,17779.8046875,0.23556241393089294,1.064786434173584,0.06843993812799454,0.9391554594039917,,,,,,,,
train_epoch_end,28,10080,0.29451704025268555,0.08701352030038834,0.006682953797280788,0.0372198224067688,0.12397153675556183,0.066706582903862,0.0418376661837101,0.04945458471775055,0.004951001610606909,0.03770015388727188,0.15489712357521057,0.19677734375,19289.484375,0.29451704025268555,1.063565731048584,0.07041633874177933,0.9402333498001099,,,,,,,,
train_epoch_end,29,10440,0.23679466545581818,0.07283630967140198,0.007813606411218643,0.024529937654733658,0.12401168793439865,0.08363787829875946,0.027945050969719887,0.047826118767261505,0.003411104902625084,0.02842021733522415,0.09653183817863464,0.1439208984375,17358.69921875,0.23679466545581818,1.0702686309814453,0.06424535810947418,0.9343448877334595,,,,,,,,
validation_end,30,10800,,,,,,,,,,,,,,,1.0592917203903198,0.06013844907283783,0.9440270066261292,23.942644119262695,0.8467425107955933,38.07255172729492,0.1384049504995346,23.942644119262695,0.8467425107955933,38.07255172729492,0.1384049504995346
train_epoch_end,30,10800,0.2649330496788025,0.08169986307621002,0.006670364644378424,0.034225866198539734,0.12298424541950226,0.0656542181968689,0.033979687839746475,0.03731367364525795,0.004121097736060619,0.037620484828948975,0.1295294463634491,0.1673583984375,17436.2109375,0.2649330496788025,1.0592917203903198,0.06013844907283783,0.9440270066261292,,,,,,,,
train_epoch_end,31,11160,0.26305752992630005,0.08723770081996918,0.005251653492450714,0.03910154476761818,0.12379781901836395,0.07994767278432846,0.03151608631014824,0.06620638072490692,0.003394057508558035,0.02438192255795002,0.09864993393421173,0.1531982421875,17473.244140625,0.26305752992630005,1.0455771684646606,0.04865337535738945,0.9564095735549927,,,,,,,,
train_epoch_end,32,11520,0.2909584045410156,0.08633571118116379,0.005931640975177288,0.03708868473768234,0.12382803857326508,0.06426437199115753,0.041522640734910965,0.04442886263132095,0.0049027567729353905,0.03867759183049202,0.15808363258838654,0.1895751953125,19463.5703125,0.2909584045410156,1.0905698537826538,0.057304754853248596,0.9169518351554871,,,,,,,,
train_epoch_end,33,11880,0.24286623299121857,0.07324311137199402,0.0051485453732311726,0.026540063321590424,0.12394881993532181,0.07161523401737213,0.029068734496831894,0.04063548147678375,0.0038009504787623882,0.03297847881913185,0.10642631351947784,0.1485595703125,17768.72265625,0.24286623299121857,1.0499011278152466,0.053933292627334595,0.9524706602096558,,,,,,,,
train_epoch_end,34,12240,0.22854581475257874,0.06975169479846954,0.0045862747356295586,0.024442773312330246,0.12226563692092896,0.0706043690443039,0.026142027229070663,0.038015179336071014,0.0035725762136280537,0.03044494055211544,0.09721111506223679,0.1409912109375,17914.576171875,0.22854581475257874,1.0609272718429565,0.05263003706932068,0.9425716996192932,,,,,,,,
train_epoch_end,35,12600,0.2644486129283905,0.07882849872112274,0.009488765150308609,0.031077058985829353,0.12361608445644379,0.06295996904373169,0.03271692991256714,0.037149861454963684,0.004200407769531012,0.03949837014079094,0.12356366962194443,0.15966796875,18421.50390625,0.2644486129283905,1.056302547454834,0.05866813287138939,0.9466984868049622,,,,,,,,
train_epoch_end,36,12960,0.22196874022483826,0.06780972331762314,0.005338011309504509,0.02168203517794609,0.12355051934719086,0.08726835995912552,0.02071487158536911,0.04729132354259491,0.0032242245506495237,0.02571062743663788,0.08339902758598328,0.13134765625,18234.63671875,0.22196874022483826,1.0665042400360107,0.04460807517170906,0.9376427531242371,,,,,,,,
train_epoch_end,37,13320,0.25080251693725586,0.07266096025705338,0.005449691321700811,0.02818753756582737,0.12083052843809128,0.06264565140008926,0.026555199176073074,0.027015026658773422,0.0036613289266824722,0.043526023626327515,0.10852319002151489,0.15087890625,18191.400390625,0.25080251693725586,1.049971580505371,0.053610313683748245,0.9524067044258118,,,,,,,,
train_epoch_end,38,13680,0.21999961137771606,0.06974387913942337,0.005414606537669897,0.023920809850096703,0.12172579020261765,0.08323858678340912,0.022856438532471657,0.03877347335219383,0.0036599242594093084,0.026213908568024635,0.09434009343385696,0.13134765625,18671.6796875,0.21999961137771606,1.041022777557373,0.04358387738466263,0.9605937600135803,,,,,,,,
train_epoch_end,39,14040,0.2616231143474579,0.08797413855791092,0.00625383947044611,0.04112178832292557,0.1231195256114006,0.060899242758750916,0.033676326274871826,0.05623222887516022,0.0041497074998915195,0.025925718247890472,0.11241963505744934,0.1478271484375,18524.9140625,0.2616231143474579,1.0653678178787231,0.050421278923749924,0.9386429786682129,,,,,,,,
validation_end,40,14400,,,,,,,,,,,,,,,1.0834730863571167,0.05080018937587738,0.9229578375816345,26.721715927124023,0.878691554069519,32.09574890136719,0.11012726277112961,26.721715927124023,0.878691554069519,32.09574890136719,0.11012726277112961
train_epoch_end,40,14400,0.2503293454647064,0.07608263194561005,0.005015553440898657,0.02919146604835987,0.12275732308626175,0.06991930305957794,0.03182403743267059,0.03735747188329697,0.004298005253076553,0.03374483436346054,0.12381473183631897,0.1495361328125,19194.26953125,0.2503293454647064,1.0834730863571167,0.05080018937587738,0.9229578375816345,,,,,,,,
train_epoch_end,41,14760,0.263647198677063,0.07745116949081421,0.004912965930998325,0.030796080827713013,0.12393228709697723,0.07029709964990616,0.029656238853931427,0.037436194717884064,0.0045687612146139145,0.038447797298431396,0.1271122246980667,0.157958984375,19724.56640625,0.263647198677063,1.0350092649459839,0.04791806638240814,0.9661749005317688,,,,,,,,
train_epoch_end,42,15120,0.2511526048183441,0.07554473727941513,0.006035103462636471,0.02970745600759983,0.12258026003837585,0.06934009492397308,0.026997724547982216,0.03538665920495987,0.004344656597822905,0.03596312552690506,0.11704130470752716,0.155029296875,19187.0546875,0.2511526048183441,1.0681830644607544,0.04581012576818466,0.9361691474914551,,,,,,,,
train_epoch_end,43,15480,0.21170833706855774,0.06778643280267715,0.005128846038132906,0.022158285602927208,0.12241150438785553,0.08367863297462463,0.02150076813995838,0.04263788461685181,0.003667972283437848,0.02240760810673237,0.08864662051200867,0.1187744140625,18760.203125,0.21170833706855774,1.053421974182129,0.04214994236826897,0.9492871761322021,,,,,,,,
train_epoch_end,44,15840,0.229922816157341,0.07158331573009491,0.004672117065638304,0.025773439556360245,0.12171347439289093,0.08282598108053207,0.023723527789115906,0.04320382699370384,0.003991211764514446,0.026538610458374023,0.10107911378145218,0.1336669921875,19430.7734375,0.229922816157341,1.058814525604248,0.055444035679101944,0.9444524645805359,,,,,,,,
train_epoch_end,45,16200,0.23702147603034973,0.07393920421600342,0.006402397528290749,0.02888869121670723,0.12038782238960266,0.06674639880657196,0.026713266968727112,0.04145326092839241,0.0043433550745248795,0.027427315711975098,0.11511224508285522,0.1383056640625,19820.890625,0.23702147603034973,1.0507887601852417,0.038940947502851486,0.9516660571098328,,,,,,,,
train_epoch_end,46,16560,0.24789965152740479,0.07839396595954895,0.006134824361652136,0.03295616805553436,0.1233479380607605,0.0649668425321579,0.026281723752617836,0.04703138396143913,0.004356974735856056,0.027267735451459885,0.11422641575336456,0.156005859375,19423.1484375,0.24789965152740479,1.055099368095398,0.040878843516111374,0.947778046131134,,,,,,,,
train_epoch_end,47,16920,0.22634106874465942,0.06998395919799805,0.0037296866066753864,0.024281833320856094,0.12287671864032745,0.08522634208202362,0.022111570462584496,0.03573327511548996,0.0038616321980953217,0.030556881800293922,0.09323632717132568,0.1339111328125,18949.78125,0.22634106874465942,1.0677447319030762,0.04632456600666046,0.936553418636322,,,,,,,,
train_epoch_end,48,17280,0.21555443108081818,0.07036194205284119,0.004147550091147423,0.024566369131207466,0.1237667053937912,0.08946777135133743,0.019480910152196884,0.05144272372126579,0.0031797706615179777,0.019925938919186592,0.0803581029176712,0.11981201171875,18650.4453125,0.21555443108081818,1.07219398021698,0.05776892602443695,0.932667076587677,,,,,,,,
train_epoch_end,49,17640,0.22583205997943878,0.07212439179420471,0.007717905566096306,0.02627338469028473,0.12371519953012466,0.07797954231500626,0.020779088139533997,0.04883919656276703,0.003740612417459488,0.02289390191435814,0.09559699147939682,0.12420654296875,19020.17578125,0.22583205997943878,1.0579382181167603,0.04808517545461655,0.9452347755432129,,,,,,,,
validation_end,50,18000,,,,,,,,,,,,,,,1.0519529581069946,0.03837170451879501,0.9506128430366516,27.368812561035156,0.8879402279853821,29.803131103515625,0.10017702728509903,27.368812561035156,0.8879402279853821,29.803131103515625,0.10017702728509903
train_epoch_end,50,18000,0.21749956905841827,0.06649592518806458,0.00448065809905529,0.021623242646455765,0.1226775199174881,0.080046147108078,0.02031409740447998,0.037339918315410614,0.0037206748966127634,0.02847941964864731,0.08614658564329147,0.130615234375,18386.033203125,0.21749956905841827,1.0519529581069946,0.03837170451879501,0.9506128430366516,,,,,,,,
train_epoch_end,51,18360,0.2222597301006317,0.06755136698484421,0.003822715487331152,0.02072429098188877,0.12399742007255554,0.1016947478055954,0.01881028339266777,0.05270826071500778,0.0035882359370589256,0.023861486464738846,0.08341030031442642,0.1114501953125,18689.7734375,0.2222597301006317,1.041904091835022,0.03806512430310249,0.9597812294960022,,,,,,,,
train_epoch_end,52,18720,0.2566305100917816,0.0820804014801979,0.0057815504260361195,0.03646186366677284,0.1223769336938858,0.07230712473392487,0.025392793118953705,0.05604773759841919,0.0041382587514817715,0.026343196630477905,0.113504558801651,0.1446533203125,18836.25,0.2566305100917816,1.0536386966705322,0.03891069442033768,0.9490919709205627,,,,,,,,
train_epoch_end,53,19080,0.21416541934013367,0.06879591196775436,0.004414319060742855,0.02437148243188858,0.12298163771629333,0.07518191635608673,0.020228980109095573,0.03958117216825485,0.0038074241019785404,0.023408424109220505,0.09216737747192383,0.130859375,19037.81640625,0.21416541934013367,1.0627591609954834,0.035531070083379745,0.9409469366073608,,,,,,,,
train_epoch_end,54,19440,0.21486687660217285,0.0674777701497078,0.00339140510186553,0.0215066559612751,0.1239323765039444,0.09357696771621704,0.019129877910017967,0.04905262589454651,0.003614662680774927,0.022144244983792305,0.08458255231380463,0.10546875,18743.861328125,0.21486687660217285,1.0695549249649048,0.05632420629262924,0.9349683523178101,,,,,,,,
train_epoch_end,55,19800,0.20569175481796265,0.06745530664920807,0.003946335520595312,0.022515717893838882,0.12326003611087799,0.08812220394611359,0.017303112894296646,0.04530841112136841,0.0035058665089309216,0.019776426255702972,0.08065624535083771,0.11279296875,18429.025390625,0.20569175481796265,1.0513921976089478,0.0314127616584301,0.9511198401451111,,,,,,,,
train_epoch_end,56,20160,0.2522713840007782,0.07567457109689713,0.0049527483060956,0.029057398438453674,0.12382007390260696,0.07425400614738464,0.027994267642498016,0.04125843569636345,0.004675218369811773,0.03321254253387451,0.11967407166957855,0.1441650390625,19899.98828125,0.2522713840007782,1.0423914194107056,0.035541292279958725,0.9593325257301331,,,,,,,,
train_epoch_end,57,20520,0.21838560700416565,0.07331400364637375,0.004075139760971069,0.0294194296002388,0.12159272283315659,0.08131961524486542,0.017382605001330376,0.05100126564502716,0.0036086055915802717,0.019652169197797775,0.08154788613319397,0.12310791015625,18456.580078125,0.21838560700416565,1.06401526927948,0.026919132098555565,0.9398361444473267,,,,,,,,
train_epoch_end,58,20880,0.2272343933582306,0.07148859649896622,0.003672576043754816,0.026087123900651932,0.12378931045532227,0.08171291649341583,0.02145884558558464,0.042946282774209976,0.003972701728343964,0.025544628500938416,0.10332326591014862,0.130615234375,18845.212890625,0.2272343933582306,1.0676144361495972,0.03819582983851433,0.9366677403450012,,,,,,,,
train_epoch_end,59,21240,0.2823810875415802,0.08615828305482864,0.005944465287029743,0.04026499018073082,0.12280385941267014,0.058818601071834564,0.031297408044338226,0.0488051101565361,0.005195034667849541,0.03420328348875046,0.14650169014930725,0.171142578125,20070.328125,0.2823810875415802,1.0592687129974365,0.04057078808546066,0.9440475106239319,,,,,,,,
validation_end,60,21600,,,,,,,,,,,,,,,1.062976598739624,0.04337183013558388,0.9407544732093811,27.27201271057129,0.8910923600196838,30.147991180419922,0.09176841378211975,27.27201271057129,0.8910923600196838,30.147991180419922,0.09176841378211975
train_epoch_end,60,21600,0.24385644495487213,0.07507018744945526,0.004426716361194849,0.028509723022580147,0.1238168329000473,0.0769721120595932,0.027209453284740448,0.04143363982439041,0.004684647545218468,0.02937217615544796,0.12077727913856506,0.1337890625,20347.3359375,0.24385644495487213,1.062976598739624,0.04337183013558388,0.9407544732093811,,,,,,,,
train_epoch_end,61,21960,0.22450582683086395,0.06620325893163681,0.0036948109045624733,0.020435117185115814,0.12398595362901688,0.08765155076980591,0.020331185311079025,0.04421967267990112,0.003333583939820528,0.03052208200097084,0.08233533054590225,0.1160888671875,17509.37109375,0.22450582683086395,1.0607109069824219,0.044762711971998215,0.9427639245986938,,,,,,,,
train_epoch_end,62,22320,0.21235403418540955,0.06804759055376053,0.006017591338604689,0.02451028861105442,0.12317284941673279,0.06761154532432556,0.01791415363550186,0.04082013666629791,0.0034605632536113262,0.023438170552253723,0.08673161268234253,0.130126953125,18450.75390625,0.21235403418540955,1.0719808340072632,0.0404558889567852,0.9328525066375732,,,,,,,,
train_epoch_end,63,22680,0.20833076536655426,0.06711076945066452,0.003754696808755398,0.02239071950316429,0.12340227514505386,0.08378222584724426,0.018210314214229584,0.044830385595560074,0.0035213767550885677,0.02135225385427475,0.08354688435792923,0.1026611328125,19007.8515625,0.20833076536655426,1.0520435571670532,0.04192668944597244,0.950531005859375,,,,,,,,
train_epoch_end,64,23040,0.22986742854118347,0.07065175473690033,0.004598312545567751,0.026681501418352127,0.1213863343000412,0.06775875389575958,0.022792844101786613,0.034133147448301315,0.004143689759075642,0.030739571899175644,0.10601520538330078,0.13671875,19284.015625,0.22986742854118347,1.0668079853057861,0.04059314355254173,0.9373757839202881,,,,,,,,
train_epoch_end,65,23400,0.21612459421157837,0.0699022114276886,0.005411617923527956,0.025160223245620728,0.12336887419223785,0.07483316957950592,0.02025420218706131,0.03918443247675896,0.003956397995352745,0.024031735956668854,0.09317521750926971,0.12371826171875,19349.3828125,0.21612459421157837,1.05400550365448,0.028824804350733757,0.9487616419792175,,,,,,,,
train_epoch_end,66,23760,0.24919536709785461,0.0751754641532898,0.004589906893670559,0.030503861606121063,0.12109553068876266,0.06758774071931839,0.025965897366404533,0.04098236560821533,0.0045598167926073074,0.03147290647029877,0.12351144850254059,0.1458740234375,20066.640625,0.24919536709785461,1.051131248474121,0.0413166880607605,0.9513559937477112,,,,,,,,
train_epoch_end,67,24120,0.2321808785200119,0.07054178416728973,0.003581775352358818,0.025134123861789703,0.12232968211174011,0.0847589373588562,0.02181561104953289,0.03623518347740173,0.0041658952832221985,0.03186262026429176,0.10091196000576019,0.12261962890625,20024.33984375,0.2321808785200119,1.0445103645324707,0.03513500466942787,0.9573863744735718,,,,,,,,
train_epoch_end,68,24480,0.27158108353614807,0.08044205605983734,0.004996166098862886,0.033251337707042694,0.12341277301311493,0.07437591254711151,0.03060356341302395,0.04877390339970589,0.005110356956720352,0.03375843167304993,0.13876557350158691,0.146728515625,20375.19921875,0.27158108353614807,1.0671676397323608,0.03538485988974571,0.9370598793029785,,,,,,,,
train_epoch_end,69,24840,0.22447046637535095,0.06733100861310959,0.004581079352647066,0.0227847620844841,0.12359997630119324,0.08148922026157379,0.01740824431180954,0.03747357428073883,0.0034719565883278847,0.03367763012647629,0.07840904593467712,0.113525390625,17883.875,0.22447046637535095,1.0501070022583008,0.03133339434862137,0.9522839188575745,,,,,,,,
validation_end,70,25200,,,,,,,,,,,,,,,1.0607151985168457,0.04035599157214165,0.9427601099014282,27.674867630004883,0.8944193124771118,29.392854690551758,0.08380790054798126,27.674867630004883,0.8944193124771118,29.392854690551758,0.08380790054798126
train_epoch_end,70,25200,0.21971602737903595,0.06679113209247589,0.0036972258239984512,0.02221709117293358,0.1229630708694458,0.08062257617712021,0.019386837258934975,0.04054518789052963,0.003598963376134634,0.027002763003110886,0.09320937097072601,0.12054443359375,19418.431640625,0.21971602737903595,1.0607151985168457,0.04035599157214165,0.9427601099014282,,,,,,,,
train_epoch_end,71,25560,0.2086794674396515,0.06562890857458115,0.003783667925745249,0.021280720829963684,0.12309227138757706,0.0799006000161171,0.018556557595729828,0.03388911113142967,0.003918834496289492,0.026667103171348572,0.08469726145267487,0.11328125,19404.44921875,0.2086794674396515,1.036834478378296,0.026913631707429886,0.964474081993103,,,,,,,,
train_epoch_end,72,25920,0.20665597915649414,0.06508257985115051,0.0043381694704294205,0.020102791488170624,0.12240582704544067,0.09184378385543823,0.01643763668835163,0.0476158931851387,0.0034546740353107452,0.02023928612470627,0.07910551875829697,0.11529541015625,18719.8671875,0.20665597915649414,1.0417596101760864,0.03854374215006828,0.9599143266677856,,,,,,,,
train_epoch_end,73,26280,0.22182579338550568,0.07001014053821564,0.004746279213577509,0.0243240837007761,0.12320173531770706,0.0830172449350357,0.021589308977127075,0.040612634271383286,0.004239718429744244,0.02628350630402565,0.09228089451789856,0.11883544921875,19439.46875,0.22182579338550568,1.0545623302459717,0.02587941661477089,0.9482606649398804,,,,,,,,
