event,epoch,global_step,phys_factor_vae/loss_total,phys_factor_vae/loss_factor,phys_factor_vae/loss_factor_e,phys_factor_vae/loss_factor_t,phys_factor_vae/loss_factor_r,phys_factor_vae/loss_factor_a,phys_factor_vae/loss_factor_b,phys_factor_vae/loss_phys,phys_factor_vae/loss_delta,phys_factor_vae/loss_img,phys_factor_vae/loss_edge,phys_factor_vae/loss_lpips,phys_factor_vae/loss_kl,loss_G,latent_std,latent_mean,latent_normalizer,DroneVehicle_night_val/PSNR,DroneVehicle_night_val/SSIM,DroneVehicle_night_val/FID,DroneVehicle_night_val/LPIPS,val_all/PSNR,val_all/SSIM,val_all/FID,val_all/LPIPS
train_epoch_end,10,6160,1.05527663230896,0.8858481645584106,0.549964427947998,0.5852556824684143,0.5434688329696655,0.20057101547718048,0.02870848774909973,0.05212957412004471,0.003166929818689823,0.027933120727539062,0.1016158014535904,0.1734619140625,15512.634765625,1.05527663230896,0.9692535400390625,0.008917728438973427,1.031721830368042,,,,,,,,
train_epoch_end,11,6776,1.0397469997406006,0.8748160600662231,0.5349278450012207,0.5746850967407227,0.5559970140457153,0.200590118765831,0.029363244771957397,0.05284172296524048,0.0031458709854632616,0.025352174416184425,0.10087737441062927,0.1689453125,16128.234375,1.0397469997406006,0.9540884494781494,0.010742273181676865,1.0481208562850952,,,,,,,,
train_epoch_end,12,7392,1.0127973556518555,0.826515257358551,0.5197029113769531,0.546116054058075,0.4957844018936157,0.19889765977859497,0.02655036374926567,0.023017048835754395,0.0031086078379303217,0.051467567682266235,0.09798478335142136,0.1727294921875,15452.1318359375,1.0127973556518555,0.981404721736908,0.011699079535901546,1.0189476013183594,,,,,,,,
train_epoch_end,13,8008,1.0249042510986328,0.8646494150161743,0.5193829536437988,0.5710436701774597,0.5517299175262451,0.19982853531837463,0.023378606885671616,0.041493020951747894,0.0031742642167955637,0.029552966356277466,0.09255275130271912,0.1785888671875,15490.80078125,1.0249042510986328,0.9926060438156128,0.010207751765847206,1.0074490308761597,,,,,,,,
train_epoch_end,14,8624,1.0037223100662231,0.8377004861831665,0.5142796039581299,0.5507378578186035,0.526071310043335,0.19921636581420898,0.02781292237341404,0.03055153414607048,0.003112689359113574,0.03779524564743042,0.09738387912511826,0.1658935546875,15834.7822265625,1.0037223100662231,1.0004836320877075,0.009653898887336254,0.9995166063308716,,,,,,,,
train_epoch_end,15,9240,0.9790751934051514,0.826464831829071,0.5274080038070679,0.5400920510292053,0.5167624354362488,0.19888199865818024,0.02176775224506855,0.041070349514484406,0.0031908568926155567,0.02556649222970009,0.09561416506767273,0.1688232421875,16436.37890625,0.9790751934051514,1.0141698122024536,0.007823559455573559,0.9860281944274902,,,,,,,,
train_epoch_end,16,9856,0.28435763716697693,0.07640186697244644,0.009550414979457855,0.05745800584554672,0.012410501949489117,0.046971358358860016,0.035025984048843384,0.07780615985393524,0.0030634631402790546,0.03210175037384033,0.1007220596075058,0.21728515625,15973.5908203125,0.28435763716697693,1.0222073793411255,0.013490784913301468,0.9782750606536865,,,,,,,,
train_epoch_end,17,10472,0.21971510350704193,0.04593925178050995,0.006490553263574839,0.030425071716308594,0.004204803612083197,0.04615984484553337,0.03289741277694702,0.04641548544168472,0.003946145065128803,0.028502527624368668,0.11729897558689117,0.188720703125,18209.29296875,0.21971510350704193,1.0724081993103027,0.038308966904878616,0.9324807524681091,,,,,,,,
train_epoch_end,18,11088,0.17345254123210907,0.03412880375981331,0.004598701372742653,0.021196328103542328,0.003142684930935502,0.05651785060763359,0.021381381899118423,0.04251297563314438,0.002939810510724783,0.021553756669163704,0.07642483711242676,0.1513671875,16520.5,0.17345254123210907,1.0540691614151,0.03684080392122269,0.9487043619155884,,,,,,,,
train_epoch_end,19,11704,0.18213610351085663,0.0328490287065506,0.005381937604397535,0.02060149982571602,0.004021356347948313,0.046895045787096024,0.020828798413276672,0.03507203236222267,0.0029385341331362724,0.029537362977862358,0.07861374318599701,0.15185546875,17365.859375,0.18213610351085663,1.02983558177948,0.01879127137362957,0.9710288047790527,,,,,,,,
validation_end,20,12320,,,,,,,,,,,,,,,1.0364925861358643,0.01258826069533825,0.9647922515869141,28.386028289794922,0.892936646938324,24.718978881835938,0.10580512881278992,28.386028289794922,0.892936646938324,24.718978881835938,0.10580512881278992
train_epoch_end,20,12320,0.17530520260334015,0.036041509360075,0.004486489575356245,0.023991063237190247,0.003527818713337183,0.04264224320650101,0.02313058264553547,0.033646393567323685,0.003173667239025235,0.024327851831912994,0.0846230536699295,0.152587890625,17373.37890625,0.17530520260334015,1.0364925861358643,0.01258826069533825,0.9647922515869141,,,,,,,,
train_epoch_end,21,12936,0.17700055241584778,0.03327016532421112,0.004452977329492569,0.02073904499411583,0.0029372861608862877,0.05503525212407112,0.020720120519399643,0.03849702328443527,0.0030427160672843456,0.025363484397530556,0.08070743829011917,0.14306640625,16981.7109375,0.17700055241584778,1.0320426225662231,0.01672545075416565,0.9689522385597229,,,,,,,,
train_epoch_end,22,13552,0.18650400638580322,0.03906119987368584,0.00509068975225091,0.027835771441459656,0.003490403527393937,0.041237685829401016,0.01982554979622364,0.04113484546542168,0.002878474537283182,0.02521098032593727,0.08135094493627548,0.1640625,16266.59765625,0.18650400638580322,1.034212589263916,0.011239196173846722,0.9669191837310791,,,,,,,,
train_epoch_end,23,14168,0.19106194376945496,0.03422927483916283,0.003755697049200535,0.021836452186107635,0.002922962186858058,0.05676870793104172,0.02018515020608902,0.03597540780901909,0.0029884078539907932,0.03314504399895668,0.08087146282196045,0.1480712890625,16552.248046875,0.19106194376945496,1.0866572856903076,0.037248123437166214,0.920253336429596,,,,,,,,
train_epoch_end,24,14784,0.18144242465496063,0.0337313674390316,0.00506553053855896,0.02098899334669113,0.0026820749044418335,0.05414917692542076,0.02156221494078636,0.040107809007167816,0.003241032361984253,0.025631438940763474,0.08337614685297012,0.1455078125,17706.05078125,0.18144242465496063,1.0286016464233398,0.023752443492412567,0.9721936583518982,,,,,,,,
train_epoch_end,25,15400,0.17348052561283112,0.033244773745536804,0.0038269502110779285,0.02120232582092285,0.005178904626518488,0.051009759306907654,0.01876002922654152,0.03763878345489502,0.0030816614162176847,0.023397449404001236,0.07992346584796906,0.156982421875,17038.24609375,0.17348052561283112,1.0386792421340942,0.016301333904266357,0.9627611041069031,,,,,,,,
train_epoch_end,26,16016,0.1804974526166916,0.037268541753292084,0.003958198707550764,0.023984933272004128,0.005683999042958021,0.053059808909893036,0.02226831763982773,0.047167617827653885,0.003206164576113224,0.02080167643725872,0.08315140008926392,0.1309814453125,17364.24609375,0.1804974526166916,1.0371237993240356,0.01158598531037569,0.9642050266265869,,,,,,,,
train_epoch_end,27,16632,0.18795914947986603,0.03885363042354584,0.004690832924097776,0.025446975603699684,0.004378895275294781,0.049350764602422714,0.02481658011674881,0.04762939363718033,0.00354295433498919,0.021557612344622612,0.09040462970733643,0.1370849609375,18506.76171875,0.18795914947986603,1.0494199991226196,0.014377634041011333,0.9529073238372803,,,,,,,,
train_epoch_end,28,17248,0.1917378008365631,0.03933112323284149,0.006960208993405104,0.02576572448015213,0.005469409748911858,0.04303514212369919,0.024617917835712433,0.03200141340494156,0.0034493899438530207,0.031243368983268738,0.0899331197142601,0.133056640625,18680.20703125,0.1917378008365631,1.0349271297454834,0.0075967018492519855,0.9662516117095947,,,,,,,,
train_epoch_end,29,17864,0.20230364799499512,0.045107681304216385,0.003803914412856102,0.029171176254749298,0.013084903359413147,0.05655907094478607,0.024233562871813774,0.0574435293674469,0.0033524197060614824,0.021831491962075233,0.08562833815813065,0.131591796875,18169.248046875,0.20230364799499512,1.0496163368225098,0.01123014185577631,0.9527290463447571,,,,,,,,
validation_end,30,18480,,,,,,,,,,,,,,,1.0388973951339722,0.007629930041730404,0.9625589847564697,28.540428161621094,0.9004751443862915,27.320756912231445,0.09211675822734833,28.540428161621094,0.9004751443862915,27.320756912231445,0.09211675822734833
train_epoch_end,30,18480,0.17527106404304504,0.03413467854261398,0.004753691144287586,0.021807795390486717,0.00659763440489769,0.05451131984591484,0.016151681542396545,0.04663388803601265,0.003071870654821396,0.020496800541877747,0.0756414383649826,0.145263671875,17000.2890625,0.17527106404304504,1.0388973951339722,0.007629930041730404,0.9625589847564697,,,,,,,,
train_epoch_end,31,19096,0.17015506327152252,0.03423157334327698,0.004829023499041796,0.023208413273096085,0.00205006031319499,0.051199231296777725,0.016733862459659576,0.04555131494998932,0.0029460922814905643,0.01908012479543686,0.07419148087501526,0.13671875,17046.08203125,0.17015506327152252,1.045654296875,0.010265433229506016,0.9563390016555786,,,,,,,,
train_epoch_end,32,19712,0.18430808186531067,0.033629536628723145,0.00446756836026907,0.021442577242851257,0.003227017354220152,0.05244610458612442,0.02007479965686798,0.041227929294109344,0.003315684152767062,0.026335177943110466,0.08629031479358673,0.135498046875,18342.201171875,0.18430808186531067,1.0410012006759644,0.005695632193237543,0.9606136679649353,,,,,,,,
train_epoch_end,33,20328,0.18161386251449585,0.03363630548119545,0.003242648206651211,0.02303694188594818,0.002762745600193739,0.041102636605501175,0.01995101198554039,0.027275193482637405,0.0031791343353688717,0.03216230869293213,0.08681051433086395,0.1419677734375,17297.662109375,0.18161386251449585,1.0491183996200562,0.009160547517240047,0.953181266784668,,,,,,,,
train_epoch_end,34,20944,0.16751988232135773,0.03275249898433685,0.0031272759661078453,0.020586233586072922,0.006247390061616898,0.053253017365932465,0.017989186570048332,0.039813101291656494,0.003176590893417597,0.021107826381921768,0.07574057579040527,0.12890625,17733.216796875,0.16751988232135773,1.056739330291748,0.009267483837902546,0.9463071823120117,,,,,,,,
train_epoch_end,35,21560,0.17629370093345642,0.03553853556513786,0.004013468511402607,0.02353399619460106,0.005770113319158554,0.0483810119330883,0.01888217404484749,0.04374707490205765,0.003453455399721861,0.020033925771713257,0.0856524407863617,0.137451171875,18325.515625,0.17629370093345642,1.042402982711792,0.008227584883570671,0.959321916103363,,,,,,,,
train_epoch_end,36,22176,0.1600072979927063,0.02997802197933197,0.004193962085992098,0.019273214042186737,0.002733897417783737,0.05564221739768982,0.013634484261274338,0.04334446042776108,0.0027514391113072634,0.01839827373623848,0.06844497472047806,0.1298828125,17040.36328125,0.1600072979927063,1.045432686805725,0.008864653296768665,0.9565417170524597,,,,,,,,
train_epoch_end,37,22792,0.17107440531253815,0.031050903722643852,0.004383880645036697,0.018382679671049118,0.0048089767806231976,0.06658615916967392,0.014845581725239754,0.045283325016498566,0.002955314703285694,0.022370610386133194,0.06964340806007385,0.125244140625,17105.3203125,0.17107440531253815,1.0404963493347168,0.0066008190624415874,0.9610797762870789,,,,,,,,
train_epoch_end,38,23408,0.18516720831394196,0.03832278028130531,0.003985923249274492,0.026537198573350906,0.0031579958740621805,0.05517314001917839,0.01792915165424347,0.052531756460666656,0.003068620106205344,0.020117051899433136,0.08299494534730911,0.133544921875,16909.76953125,0.18516720831394196,1.0472110509872437,0.005062671843916178,0.9549173712730408,,,,,,,,
train_epoch_end,39,24024,0.16828832030296326,0.0360674224793911,0.0036798776127398014,0.023878494277596474,0.006126005668193102,0.053573135286569595,0.017520572990179062,0.04855667054653168,0.003006265964359045,0.016936611384153366,0.07036809623241425,0.1165771484375,17534.99609375,0.16828832030296326,1.047159194946289,0.010378614999353886,0.9549646377563477,,,,,,,,
validation_end,40,24640,,,,,,,,,,,,,,,1.0420737266540527,0.008566123433411121,0.9596250057220459,28.96219253540039,0.9060060977935791,20.51374053955078,0.08390442281961441,28.96219253540039,0.9060060977935791,20.51374053955078,0.08390442281961441
train_epoch_end,40,24640,0.18274827301502228,0.033204637467861176,0.003287417348474264,0.021765481680631638,0.004468828439712524,0.05030282214283943,0.017879242077469826,0.03892892226576805,0.003453155979514122,0.02734888531267643,0.08525703847408295,0.1280517578125,18347.39453125,0.18274827301502228,1.0420737266540527,0.008566123433411121,0.9596250057220459,,,,,,,,
train_epoch_end,41,25256,0.1724233776330948,0.03159899264574051,0.0040758331306278706,0.019559644162654877,0.004125500097870827,0.060539498925209045,0.01574026606976986,0.04655507206916809,0.0032465511467307806,0.021064165979623795,0.07707840949296951,0.11962890625,17661.93359375,0.1724233776330948,1.0374839305877686,0.0043330262415111065,0.9638703465461731,,,,,,,,
train_epoch_end,42,25872,0.17662854492664337,0.03561745584011078,0.0030611082911491394,0.0224720761179924,0.012118419632315636,0.05070012807846069,0.017121946439146996,0.042549602687358856,0.0033904029987752438,0.02124870754778385,0.08442144095897675,0.12939453125,18528.84765625,0.17662854492664337,1.0351366996765137,0.004924135748296976,0.9660559892654419,,,,,,,,
train_epoch_end,43,26488,0.1598653793334961,0.029592594131827354,0.0027280915528535843,0.01894928142428398,0.0035122886765748262,0.05162196606397629,0.015684090554714203,0.03838850557804108,0.003011371474713087,0.020172767341136932,0.07230124622583389,0.128173828125,17634.6796875,0.1598653793334961,1.0536669492721558,0.008202040567994118,0.9490665197372437,,,,,,,,
train_epoch_end,44,27104,0.16091135144233704,0.03039921075105667,0.0027603148482739925,0.019503403455018997,0.0031916091684252024,0.05868224799633026,0.014158401638269424,0.043743450194597244,0.0030180399771779776,0.01833668164908886,0.07020288705825806,0.12274169921875,17250.865234375,0.16091135144233704,1.0414679050445557,0.00620042672380805,0.9601832032203674,,,,,,,,
train_epoch_end,45,27720,0.16600395739078522,0.0315629281103611,0.0031330217607319355,0.019995365291833878,0.004749092739075422,0.06265394389629364,0.01332656666636467,0.049843691289424896,0.0029896902851760387,0.017484210431575775,0.06848971545696259,0.1212158203125,17393.69921875,0.16600395739078522,1.0364285707473755,0.006487484090030193,0.9648518562316895,,,,,,,,
train_epoch_end,46,28336,0.16010339558124542,0.02864631451666355,0.0026003834791481495,0.016825461760163307,0.006787238642573357,0.06312395632266998,0.012646200135350227,0.03948134183883667,0.0027910005301237106,0.022221896797418594,0.06487050652503967,0.11480712890625,17041.0703125,0.16010339558124542,1.0395678281784058,0.008721578866243362,0.961938202381134,,,,,,,,
train_epoch_end,47,28952,0.17467977106571198,0.034839313477277756,0.0035508344881236553,0.023779859766364098,0.002272210083901882,0.04968181997537613,0.018542038276791573,0.04560335725545883,0.0034895867574959993,0.020163536071777344,0.08047600835561752,0.11090087890625,19208.3125,0.17467977106571198,1.0537910461425781,0.009340895339846611,0.9489547610282898,,,,,,,,
train_epoch_end,48,29568,0.16412441432476044,0.029288198798894882,0.003366885706782341,0.018752098083496094,0.003932477440685034,0.05264521762728691,0.013786946423351765,0.0399177223443985,0.003191369818523526,0.021941155195236206,0.07196080684661865,0.1260986328125,17243.2265625,0.16412441432476044,1.0285794734954834,0.0028953298460692167,0.9722146391868591,,,,,,,,
train_epoch_end,49,30184,0.1600499451160431,0.029478078708052635,0.0032338793389499187,0.0188374575227499,0.0023903250694274902,0.0538514070212841,0.015397720038890839,0.03771483153104782,0.0032622134312987328,0.020798787474632263,0.07362890988588333,0.1175537109375,17833.115234375,0.1600499451160431,1.0382006168365479,0.009012631140649319,0.9632049798965454,,,,,,,,
validation_end,50,30800,,,,,,,,,,,,,,,1.0489301681518555,0.006110389716923237,0.9533523321151733,30.234851837158203,0.9098120927810669,19.813663482666016,0.07671665400266647,30.234851837158203,0.9098120927810669,19.813663482666016,0.07671665400266647
train_epoch_end,50,30800,0.16458478569984436,0.029614102095365524,0.0032496461644768715,0.01866895891726017,0.003626676043495536,0.05643414333462715,0.014330592006444931,0.03776603937149048,0.0031600468792021275,0.023106079548597336,0.07385198771953583,0.1142578125,17940.61328125,0.16458478569984436,1.0489301681518555,0.006110389716923237,0.9533523321151733,,,,,,,,
train_epoch_end,51,31416,0.1606840342283249,0.030810650438070297,0.002964865881949663,0.019882837310433388,0.004943433683365583,0.05160902813076973,0.01515933871269226,0.040845803916454315,0.0029903389513492584,0.019907452166080475,0.06980371475219727,0.1231689453125,16457.5703125,0.1606840342283249,1.0292586088180542,0.010232088156044483,0.9715731143951416,,,,,,,,
train_epoch_end,52,32032,0.1667718142271042,0.032101720571517944,0.003827719483524561,0.020860586315393448,0.0064634764567017555,0.0449916236102581,0.01667669415473938,0.0379691943526268,0.003131135366857052,0.022938109934329987,0.07299821823835373,0.124267578125,17015.71484375,0.1667718142271042,1.0342806577682495,0.00823933444917202,0.966855525970459,,,,,,,,
train_epoch_end,53,32648,0.17242103815078735,0.032612722367048264,0.0029885247349739075,0.020743364468216896,0.005439422558993101,0.04876042902469635,0.019545307382941246,0.03480689227581024,0.003574168775230646,0.02498316392302513,0.08965307474136353,0.10302734375,18747.966796875,0.17242103815078735,1.0341202020645142,0.004769415594637394,0.9670055508613586,,,,,,,,
train_epoch_end,54,33264,0.16561724245548248,0.034645646810531616,0.003823381382972002,0.02216987870633602,0.013769056648015976,0.046545036137104034,0.013692617416381836,0.04277244210243225,0.002907739719375968,0.01900193840265274,0.07297730445861816,0.11981201171875,17065.064453125,0.16561724245548248,1.0419025421142578,0.009092042222619057,0.9597826600074768,,,,,,,,
train_epoch_end,55,33880,0.1666409820318222,0.03225754201412201,0.004838704597204924,0.020762542262673378,0.007324615493416786,0.04522920399904251,0.01572500355541706,0.040754906833171844,0.00301315332762897,0.021446045488119125,0.07251431792974472,0.12225341796875,17372.41796875,0.1666409820318222,1.0355991125106812,0.002484205411747098,0.9656246304512024,,,,,,,,
train_epoch_end,56,34496,0.16215406358242035,0.030369862914085388,0.0033398536033928394,0.018596693873405457,0.006785296835005283,0.05828215181827545,0.013654663227498531,0.04232072830200195,0.003103585448116064,0.019694477319717407,0.0707508772611618,0.1142578125,17854.3828125,0.16215406358242035,1.0399640798568726,0.006190530490130186,0.9615716934204102,,,,,,,,
train_epoch_end,57,35112,0.16593976318836212,0.03071415424346924,0.002874620258808136,0.020330552011728287,0.0013981963275000453,0.05715614929795265,0.014399126172065735,0.04550370201468468,0.0033399281091988087,0.018610700964927673,0.07508759200572968,0.12164306640625,18227.41015625,0.16593976318836212,1.0327999591827393,0.00718912435695529,0.9682416915893555,,,,,,,,
train_epoch_end,58,35728,0.15335337817668915,0.02778642438352108,0.00296601140871644,0.017912715673446655,0.003130841301754117,0.04953582212328911,0.013583661988377571,0.03540683165192604,0.003128735814243555,0.020177440717816353,0.06981320679187775,0.11346435546875,17878.294921875,0.15335337817668915,,,,,,,,,,,
train_epoch_end,59,36344,0.15568816661834717,0.028938233852386475,0.0025797649286687374,0.017943307757377625,0.005399096757173538,0.05593297258019447,0.013627653010189533,0.034847259521484375,0.0029942274559289217,0.02115737460553646,0.06960878521203995,0.11358642578125,17831.3203125,0.15568816661834717,1.0369304418563843,0.0062929317355155945,0.9643848538398743,,,,,,,,
validation_end,60,36960,,,,,,,,,,,,,,,1.0206948518753052,0.004190489649772644,0.9797247648239136,30.763893127441406,0.9138936996459961,22.262706756591797,0.07302923500537872,30.763893127441406,0.9138936996459961,22.262706756591797,0.07302923500537872
train_epoch_end,60,36960,0.15749450027942657,0.029494164511561394,0.0032367617823183537,0.01736914925277233,0.011220237240195274,0.054460559040308,0.012258835136890411,0.04137342423200607,0.0028840648010373116,0.019667470827698708,0.06546320021152496,0.11236572265625,16804.00390625,0.15749450027942657,1.0206948518753052,0.004190489649772644,0.9797247648239136,,,,,,,,
train_epoch_end,61,37576,0.1696016788482666,0.03428170084953308,0.005035857670009136,0.021081028506159782,0.010734664276242256,0.046388253569602966,0.018476873636245728,0.03927971422672272,0.0036092731170356274,0.02163545787334442,0.08068331331014633,0.10247802734375,18742.970703125,0.1696016788482666,1.0415202379226685,0.008230826817452908,0.9601349830627441,,,,,,,,
train_epoch_end,62,38192,0.16229493916034698,0.029995188117027283,0.0025926344096660614,0.01917114295065403,0.0022629403974860907,0.060952506959438324,0.014059605076909065,0.04399418830871582,0.0030943250749260187,0.01878705434501171,0.07313565164804459,0.12005615234375,17344.548828125,0.16229493916034698,1.0611488819122314,0.008983238600194454,0.9423748254776001,,,,,,,,
train_epoch_end,63,38808,0.15280432999134064,0.028154496103525162,0.0024934462271630764,0.017445916309952736,0.003415238345041871,0.06203349307179451,0.01211223192512989,0.043554987758398056,0.002944524399936199,0.017240475863218307,0.06333073228597641,0.10601806640625,17231.8359375,0.15280432999134064,1.0268821716308594,0.005076922941952944,0.9738215804100037,,,,,,,,
train_epoch_end,64,39424,0.15632884204387665,0.027868352830410004,0.0024891970679163933,0.017316654324531555,0.003342753043398261,0.057751111686229706,0.01327439770102501,0.0372374951839447,0.002972983755171299,0.021369392052292824,0.0680970624089241,0.110107421875,17477.74609375,0.15632884204387665,1.048097014427185,0.008380149491131306,0.9541101455688477,,,,,,,,
train_epoch_end,65,40040,0.16703830659389496,0.03312702476978302,0.003848948050290346,0.022346656769514084,0.003456931095570326,0.05351909622550011,0.014407947659492493,0.04710764437913895,0.0031953377183526754,0.01781420037150383,0.07362058758735657,0.1153564453125,18039.111328125,0.16703830659389496,1.0340516567230225,0.006980185396969318,0.967069685459137,,,,,,,,
train_epoch_end,66,40656,0.1560993492603302,0.028954826295375824,0.0026069972664117813,0.01830810308456421,0.001668485114350915,0.06472344696521759,0.01242203451693058,0.04239137843251228,0.0029347906820476055,0.019495641812682152,0.06229255348443985,0.1053466796875,16717.73828125,0.1560993492603302,1.0342967510223389,0.005325281992554665,0.9668405055999756,,,,,,,,
train_epoch_end,67,41272,0.1605689823627472,0.028338074684143066,0.002715000882744789,0.017914973199367523,0.0014598955167457461,0.06104785203933716,0.013098364695906639,0.04180844873189926,0.002992697060108185,0.02081269398331642,0.06874851882457733,0.10748291015625,17867.423828125,0.1605689823627472,1.028185248374939,0.005865460727363825,0.9725874066352844,,,,,,,,
train_epoch_end,68,41888,0.16227249801158905,0.03156748786568642,0.002582971937954426,0.02115100435912609,0.0034024426713585854,0.05199276655912399,0.014883413910865784,0.03940114378929138,0.003308551851660013,0.019175168126821518,0.0763569176197052,0.12213134765625,18341.09765625,0.16227249801158905,1.0499742031097412,0.0072648306377232075,0.9524043798446655,,,,,,,,
train_epoch_end,69,42504,0.16506069898605347,0.03347133472561836,0.002558451611548662,0.021453965455293655,0.010680042207241058,0.05190219730138779,0.014070101082324982,0.043435484170913696,0.0030687812250107527,0.018633835017681122,0.07278775423765182,0.11492919921875,18130.62890625,0.16506069898605347,1.0272080898284912,0.0031979866325855255,0.973512589931488,,,,,,,,
validation_end,70,43120,,,,,,,,,,,,,,,1.0263357162475586,0.005938881542533636,0.9743400812149048,30.43482208251953,0.9167258739471436,23.95171356201172,0.0710720643401146,30.43482208251953,0.9167258739471436,23.95171356201172,0.0710720643401146
train_epoch_end,70,43120,0.15338532626628876,0.027572400867938995,0.002804794814437628,0.01704460009932518,0.003780584316700697,0.05567997694015503,0.013253837823867798,0.03787214308977127,0.0031811194494366646,0.0196208618581295,0.06762507557868958,0.106201171875,17991.5546875,0.15338532626628876,1.0263357162475586,0.005938881542533636,0.9743400812149048,,,,,,,,
train_epoch_end,71,43736,0.16017894446849823,0.02953079529106617,0.0025902832858264446,0.019540458917617798,0.0014268187806010246,0.0540979765355587,0.014305057935416698,0.04164697229862213,0.003170095616951585,0.01872049830853939,0.07519043982028961,0.1114501953125,18445.94140625,0.16017894446849823,1.037068247795105,0.005977645982056856,0.9642567038536072,,,,,,,,
train_epoch_end,72,44352,0.16122640669345856,0.03137081116437912,0.003401851747184992,0.019665557891130447,0.008241437375545502,0.04879103600978851,0.015661314129829407,0.038787372410297394,0.0034380631987005472,0.019577879458665848,0.07576601207256317,0.1043701171875,19095.88671875,0.16122640669345856,1.0395655632019043,0.006778266746550798,0.9619402885437012,,,,,,,,
train_epoch_end,73,44968,0.15927164256572723,0.029264267534017563,0.003220851067453623,0.018745284527540207,0.0032524345442652702,0.05170385539531708,0.014921106398105621,0.03987472131848335,0.0033067069016397,0.01998075097799301,0.07133030891418457,0.1024169921875,18793.205078125,0.15927164256572723,1.028441309928894,0.0014990379568189383,0.972345232963562,,,,,,,,
